Feature_name;Counts;Chr;Start;End;Strand;Type;CPM
Cassette_99_integron_01_NC_002506.1;62;NC_002506.1;378070;378600;+;cassette;1482.29612451287
N16961_15580;62;NC_002506.1;378083;378598;+;cds;1482.29612451287
attC_80_integron_01_NC_002506.1;122;NC_002506.1;378601;378728;+;attC;2916.7762450092
Cassette_100_integron_01_NC_002506.1;123;NC_002506.1;378729;379136;+;cassette;2940.68424701748
attC_79_integron_01_NC_002506.1;387;NC_002506.1;379137;379265;+;attC;9252.39677720133
N16961_15585;351;NC_002506.1;379262;379609;+;cds;8391.70870490353
Cassette_101_integron_01_NC_002506.1;351;NC_002506.1;379266;379615;+;cassette;8391.70870490353
attC_78_integron_01_NC_002506.1;355;NC_002506.1;379616;379744;+;attC;8487.34071293662
Cassette_102_integron_01_NC_002506.1;68;NC_002506.1;379745;380235;+;cassette;1625.74413656251
N16961_15590;68;NC_002506.1;379771;380229;+;cds;1625.74413656251
attC_77_integron_01_NC_002506.1;328;NC_002506.1;380236;380364;+;attC;7841.82465871327
Cassette_103_integron_01_NC_002506.1;377;NC_002506.1;380365;380745;+;cassette;9013.31675711861
N16961_15595;343;NC_002506.1;380380;380742;+;cds;8200.44468883735
attC_76_integron_01_NC_002506.1;695;NC_002506.1;380746;380870;+;attC;16616.0613957492
Cassette_104_integron_01_NC_002506.1;498;NC_002506.1;380871;381277;+;cassette;11906.1850001195
attC_75_integron_01_NC_002506.1;413;NC_002506.1;381278;381405;+;attC;9874.00482941641
Cassette_105_integron_01_NC_002506.1;10;NC_002506.1;381406;382067;+;cassette;239.080020082722
N16961_15600;10;NC_002506.1;381420;382073;+;cds;239.080020082722
attC_74_integron_01_NC_002506.1;25;NC_002506.1;382068;382195;+;attC;597.700050206804
Cassette_106_integron_01_NC_002506.1;29;NC_002506.1;382196;382627;+;cassette;693.332058239893
N16961_15605;29;NC_002506.1;382228;382623;+;cds;693.332058239893
attC_73_integron_01_NC_002506.1;99;NC_002506.1;382628;382755;+;attC;2366.89219881894
Cassette_107_integron_01_NC_002506.1;104;NC_002506.1;382756;383139;+;cassette;2486.43220886031
N16961_15610;106;NC_002506.1;382786;383145;+;cds;2534.24821287685
attC_72_integron_01_NC_002506.1;160;NC_002506.1;383140;383268;+;attC;3825.28032132355
Cassette_108_integron_01_NC_002506.1;106;NC_002506.1;383269;383777;+;cassette;2534.24821287685
attC_71_integron_01_NC_002506.1;89;NC_002506.1;383778;383905;+;attC;2127.81217873622
Cassette_109_integron_01_NC_002506.1;44;NC_002506.1;383906;384462;+;cassette;1051.95208836398
N16961_15615;44;NC_002506.1;383932;384468;+;cds;1051.95208836398
attC_70_integron_01_NC_002506.1;58;NC_002506.1;384463;384591;+;attC;1386.66411647979
Cassette_110_integron_01_NC_002506.1;25;NC_002506.1;384592;384928;+;cassette;597.700050206804
N16961_15620;25;NC_002506.1;384607;384924;+;cds;597.700050206804
attC_69_integron_01_NC_002506.1;86;NC_002506.1;384929;385056;+;attC;2056.08817271141
Cassette_111_integron_01_NC_002506.1;83;NC_002506.1;385057;385463;+;cassette;1984.36416668659
attC_68_integron_01_NC_002506.1;68;NC_002506.1;385464;385592;+;attC;1625.74413656251
N16961_15625;81;NC_002506.1;385560;386315;+;cds;1936.54816267005
Cassette_112_integron_01_NC_002506.1;23;NC_002506.1;385593;386321;+;cassette;549.88404619026
attC_67_integron_01_NC_002506.1;500;NC_002506.1;386322;386449;+;attC;11954.0010041361
Cassette_113_integron_01_NC_002506.1;596;NC_002506.1;386450;386788;+;cassette;14249.1691969302
N16961_15630;591;NC_002506.1;386465;386779;+;cds;14129.6291868889
attC_66_integron_01_NC_002506.1;540;NC_002506.1;386789;386917;+;attC;12910.321084467
Cassette_114_integron_01_NC_002506.1;40;NC_002506.1;386918;387458;+;cassette;956.320080330887
N16961_15635;39;NC_002506.1;387025;387450;+;cds;932.412078322615
attC_65_integron_01_NC_002506.1;32;NC_002506.1;387459;387586;+;attC;765.056064264709
Cassette_115_integron_01_NC_002506.1;0;NC_002506.1;387587;388216;+;cassette;0
N16961_15640;0;NC_002506.1;387664;387945;+;cds;0
N16961_15645;0;NC_002506.1;387942;388301;+;cds;0
attC_64_integron_01_NC_002506.1;129;NC_002506.1;388217;388345;+;attC;3084.13225906711
Cassette_116_integron_01_NC_002506.1;182;NC_002506.1;388346;388854;+;cassette;4351.25636550553
attC_63_integron_01_NC_002506.1;144;NC_002506.1;388855;388982;+;attC;3442.75228919119
Cassette_117_integron_01_NC_002506.1;25;NC_002506.1;388983;389414;+;cassette;597.700050206804
N16961_15650;25;NC_002506.1;389015;389410;+;cds;597.700050206804
attC_62_integron_01_NC_002506.1;28;NC_002506.1;389415;389543;+;attC;669.424056231621
Cassette_118_integron_01_NC_002506.1;21;NC_002506.1;389544;389924;+;cassette;502.068042173716
N16961_15655;8;NC_002506.1;389600;389821;+;cds;191.264016066177
attC_61_integron_01_NC_002506.1;45;NC_002506.1;389925;390051;+;attC;1075.86009037225
Cassette_119_integron_01_NC_002506.1;44;NC_002506.1;390052;390657;+;cassette;1051.95208836398
N16961_15660;37;NC_002506.1;390185;390610;+;cds;884.59607430607
attC_60_integron_01_NC_002506.1;220;NC_002506.1;390658;390786;+;attC;5259.76044181988
Cassette_120_integron_01_NC_002506.1;251;NC_002506.1;390787;391295;+;cassette;6000.90850407631
attC_59_integron_01_NC_002506.1;457;NC_002506.1;391296;391423;+;attC;10925.9569177804
Cassette_121_integron_01_NC_002506.1;347;NC_002506.1;391424;391762;+;cassette;8296.07669687044
N16961_15665;345;NC_002506.1;391439;391753;+;cds;8248.2606928539
attC_58_integron_01_NC_002506.1;297;NC_002506.1;391763;391890;+;attC;7100.67659645683
Cassette_122_integron_01_NC_002506.1;34;NC_002506.1;391891;392369;+;cassette;812.872068281254
N16961_15670;33;NC_002506.1;391972;392361;+;cds;788.964066272982
attC_57_integron_01_NC_002506.1;17;NC_002506.1;392370;392497;+;attC;406.436034140627
Cassette_123_integron_01_NC_002506.1;0;NC_002506.1;392498;393366;+;cassette;0
N16961_15675;0;NC_002506.1;392515;393372;+;cds;0
attC_56_integron_01_NC_002506.1;135;NC_002506.1;393367;393494;+;attC;3227.58027111674
Cassette_124_integron_01_NC_002506.1;188;NC_002506.1;393495;393900;+;cassette;4494.70437755517
attC_55_integron_01_NC_002506.1;175;NC_002506.1;393901;394028;+;attC;4183.90035144763
N16961_15680;179;NC_002506.1;393996;394556;+;cds;4279.53235948072
Cassette_125_integron_01_NC_002506.1;26;NC_002506.1;394029;394550;+;cassette;621.608052215076
attC_54_integron_01_NC_002506.1;976;NC_002506.1;394551;394677;+;attC;23334.2099600736
Cassette_126_integron_01_NC_002506.1;1151;NC_002506.1;394678;395084;+;cassette;27518.1103115213
attC_53_integron_01_NC_002506.1;926;NC_002506.1;395085;395213;+;attC;22138.80985966
Cassette_127_integron_01_NC_002506.1;7;NC_002506.1;395214;396243;+;cassette;167.356014057905
N16961_15685;11;NC_002506.1;395245;396249;+;cds;262.988022090994
attC_52_integron_01_NC_002506.1;33;NC_002506.1;396244;396372;+;attC;788.964066272982
Cassette_128_integron_01_NC_002506.1;48;NC_002506.1;396373;396842;+;cassette;1147.58409639706
N16961_15690;48;NC_002506.1;396402;396848;+;cds;1147.58409639706
attC_51_integron_01_NC_002506.1;36;NC_002506.1;396843;396971;+;attC;860.688072297798
N16961_15695;2;NC_002506.1;396968;397897;+;cds;47.8160040165443
Cassette_129_integron_01_NC_002506.1;1;NC_002506.1;396972;397891;+;cassette;23.9080020082722
attC_50_integron_01_NC_002506.1;30;NC_002506.1;397892;398017;+;attC;717.240060248165
Cassette_130_integron_01_NC_002506.1;49;NC_002506.1;398018;398502;+;cassette;1171.49209840534
N16961_15700;50;NC_002506.1;398032;398508;+;cds;1195.40010041361
attC_49_integron_01_NC_002506.1;337;NC_002506.1;398503;398631;+;attC;8056.99667678772
Cassette_131_integron_01_NC_002506.1;330;NC_002506.1;398632;399162;+;cassette;7889.64066272982
N16961_15705;330;NC_002506.1;398645;399160;+;cds;7889.64066272982
attC_48_integron_01_NC_002506.1;45;NC_002506.1;399163;399291;+;attC;1075.86009037225
Cassette_132_integron_01_NC_002506.1;21;NC_002506.1;399292;399878;+;cassette;502.068042173716
N16961_15710;16;NC_002506.1;399296;399586;-;cds;382.528032132355
N16961_15715;19;NC_002506.1;399576;399824;-;cds;454.252038157171
attC_47_integron_01_NC_002506.1;20;NC_002506.1;399879;400006;+;attC;478.160040165443
Cassette_133_integron_01_NC_002506.1;13;NC_002506.1;400007;401058;+;cassette;310.804026107538
N16961_15720;2;NC_002506.1;400089;400280;+;cds;47.8160040165443
N16961_15725;1;NC_002506.1;400395;401048;+;cds;23.9080020082722
attC_46_integron_01_NC_002506.1;23;NC_002506.1;401059;401186;+;attC;549.88404619026
Cassette_134_integron_01_NC_002506.1;34;NC_002506.1;401187;401792;+;cassette;812.872068281254
N16961_15730;33;NC_002506.1;401320;401745;+;cds;788.964066272982
attC_45_integron_01_NC_002506.1;24;NC_002506.1;401793;401920;+;attC;573.792048198532
Cassette_135_integron_01_NC_002506.1;5;NC_002506.1;401921;402352;+;cassette;119.540010041361
N16961_15735;5;NC_002506.1;401953;402348;+;cds;119.540010041361
attC_44_integron_01_NC_002506.1;4;NC_002506.1;402353;402481;+;attC;95.6320080330887
Cassette_136_integron_01_NC_002506.1;0;NC_002506.1;402482;403023;+;cassette;0
N16961_15740;0;NC_002506.1;402499;403029;+;cds;0
attC_43_integron_01_NC_002506.1;72;NC_002506.1;403024;403152;+;attC;1721.3761445956
Cassette_137_integron_01_NC_002506.1;101;NC_002506.1;403153;403666;+;cassette;2414.70820283549
N16961_15745;101;NC_002506.1;403167;403667;+;cds;2414.70820283549
attC_42_integron_01_NC_002506.1;82;NC_002506.1;403667;403793;+;attC;1960.45616467832
Cassette_138_integron_01_NC_002506.1;1;NC_002506.1;403794;404982;+;cassette;23.9080020082722
N16961_15750;0;NC_002506.1;403924;404220;+;cds;0
N16961_15755;0;NC_002506.1;404320;404784;-;cds;0
attC_41_integron_01_NC_002506.1;1;NC_002506.1;404983;405106;+;attC;23.9080020082722
Cassette_139_integron_01_NC_002506.1;1;NC_002506.1;405107;406260;+;cassette;23.9080020082722
N16961_15760;0;NC_002506.1;405167;406015;-;cds;0
N16961_15765;0;NC_002506.1;405982;406152;-;cds;0
attC_40_integron_01_NC_002506.1;0;NC_002506.1;406261;406388;+;attC;0
Cassette_140_integron_01_NC_002506.1;0;NC_002506.1;406389;406978;+;cassette;0
N16961_15770;0;NC_002506.1;406403;406981;+;cds;0
attC_39_integron_01_NC_002506.1;57;NC_002506.1;406979;407100;+;attC;1362.75611447151
Cassette_141_integron_01_NC_002506.1;74;NC_002506.1;407101;407508;+;cassette;1769.19214861214
attC_38_integron_01_NC_002506.1;47;NC_002506.1;407509;407637;+;attC;1123.67609438879
Cassette_142_integron_01_NC_002506.1;12;NC_002506.1;407638;408394;+;cassette;286.896024099266
N16961_15775;11;NC_002506.1;407778;408392;+;cds;262.988022090994
attC_37_integron_01_NC_002506.1;13;NC_002506.1;408395;408521;+;attC;310.804026107538
Cassette_143_integron_01_NC_002506.1;3;NC_002506.1;408522;409390;+;cassette;71.7240060248165
N16961_15780;3;NC_002506.1;408539;409396;+;cds;71.7240060248165
attC_36_integron_01_NC_002506.1;45;NC_002506.1;409391;409516;+;attC;1075.86009037225
Cassette_144_integron_01_NC_002506.1;60;NC_002506.1;409517;410121;+;cassette;1434.48012049633
N16961_15785;59;NC_002506.1;409552;410103;+;cds;1410.57211848806
attC_35_integron_01_NC_002506.1;349;NC_002506.1;410122;410249;+;attC;8343.89270088699
Cassette_145_integron_01_NC_002506.1;352;NC_002506.1;410250;410599;+;cassette;8415.6167069118
N16961_15790;342;NC_002506.1;410390;410593;+;cds;8176.53668682908
attC_34_integron_01_NC_002506.1;354;NC_002506.1;410600;410727;+;attC;8463.43271092835
Cassette_146_integron_01_NC_002506.1;53;NC_002506.1;410728;411236;+;cassette;1267.12410643842
attC_33_integron_01_NC_002506.1;152;NC_002506.1;411237;411365;+;attC;3634.01630525737
Cassette_147_integron_01_NC_002506.1;142;NC_002506.1;411366;411683;+;cassette;3394.93628517465
N16961_15795;142;NC_002506.1;411407;411676;+;cds;3394.93628517465
attC_32_integron_01_NC_002506.1;386;NC_002506.1;411684;411812;+;attC;9228.48877519306
Cassette_148_integron_01_NC_002506.1;344;NC_002506.1;411813;412219;+;cassette;8224.35269084563
attC_31_integron_01_NC_002506.1;781;NC_002506.1;412220;412348;+;attC;18672.1495684606
Cassette_149_integron_01_NC_002506.1;579;NC_002506.1;412349;412754;+;cassette;13842.7331627896
N16961_15800;582;NC_002506.1;412374;412760;+;cds;13914.4571688144
attC_30_integron_01_NC_002506.1;1695;NC_002506.1;412755;412883;+;attC;40524.0634040213
Cassette_150_integron_01_NC_002506.1;1458;NC_002506.1;412884;413222;+;cassette;34857.8669280608
N16961_15805;1428;NC_002506.1;412962;413204;+;cds;34140.6268678127
attC_29_integron_01_NC_002506.1;1733;NC_002506.1;413223;413351;+;attC;41432.5674803357
Cassette_151_integron_01_NC_002506.1;523;NC_002506.1;413352;413746;+;cassette;12503.8850503263
N16961_15810;523;NC_002506.1;413375;413752;+;cds;12503.8850503263
attC_28_integron_01_NC_002506.1;749;NC_002506.1;413747;413875;+;attC;17907.0935041959
Cassette_152_integron_01_NC_002506.1;396;NC_002506.1;413876;414256;+;cassette;9467.56879527578
N16961_15815;369;NC_002506.1;413932;414153;+;cds;8822.05274105243
N16961_15820;291;NC_002506.1;414150;414341;+;cds;6957.2285844072
attC_27_integron_01_NC_002506.1;657;NC_002506.1;414257;414384;+;attC;15707.5573194348
Cassette_153_integron_01_NC_002506.1;479;NC_002506.1;414385;414765;+;cassette;11451.9329619624
attC_26_integron_01_NC_002506.1;404;NC_002506.1;414766;414894;+;attC;9658.83281134196
Cassette_154_integron_01_NC_002506.1;59;NC_002506.1;414895;415576;+;cassette;1410.57211848806
N16961_15825;49;NC_002506.1;414949;415281;+;cds;1171.49209840534
N16961_15830;44;NC_002506.1;415268;415582;+;cds;1051.95208836398
attC_25_integron_01_NC_002506.1;94;NC_002506.1;415577;415704;+;attC;2247.35218877758
Cassette_155_integron_01_NC_002506.1;80;NC_002506.1;415705;416162;+;cassette;1912.64016066177
N16961_15835;80;NC_002506.1;415719;416153;+;cds;1912.64016066177
attC_24_integron_01_NC_002506.1;65;NC_002506.1;416163;416290;+;attC;1554.02013053769
Cassette_156_integron_01_NC_002506.1;0;NC_002506.1;416291;417949;+;cassette;0
N16961_15840;0;NC_002506.1;416321;416476;+;cds;0
N16961_15845;0;NC_002506.1;416601;417581;-;cds;0
N16961_15850;0;NC_002506.1;417709;417921;+;cds;0
attC_23_integron_01_NC_002506.1;12;NC_002506.1;417950;418077;+;attC;286.896024099266
Cassette_157_integron_01_NC_002506.1;14;NC_002506.1;418078;419185;+;cassette;334.71202811581
N16961_15855;14;NC_002506.1;418092;418784;+;cds;334.71202811581
N16961_15860;0;NC_002506.1;418784;419185;+;cds;0
attC_22_integron_01_NC_002506.1;66;NC_002506.1;419186;419311;+;attC;1577.92813254596
Cassette_158_integron_01_NC_002506.1;85;NC_002506.1;419312;419791;+;cassette;2032.18017070313
N16961_15865;84;NC_002506.1;419373;419786;+;cds;2008.27216869486
attC_21_integron_01_NC_002506.1;99;NC_002506.1;419792;419918;+;attC;2366.89219881894
Cassette_159_integron_01_NC_002506.1;51;NC_002506.1;419919;420530;+;cassette;1219.30810242188
N16961_15870;41;NC_002506.1;419982;420251;+;cds;980.228082339159
N16961_15875;47;NC_002506.1;420241;420528;+;cds;1123.67609438879
attC_20_integron_01_NC_002506.1;136;NC_002506.1;420531;420659;+;attC;3251.48827312501
N16961_15880;124;NC_002506.1;420656;421111;+;cds;2964.59224902575
Cassette_160_integron_01_NC_002506.1;124;NC_002506.1;420660;421105;+;cassette;2964.59224902575
attC_19_integron_01_NC_002506.1;126;NC_002506.1;421106;421233;+;attC;3012.40825304229
Cassette_161_integron_01_NC_002506.1;24;NC_002506.1;421234;421639;+;cassette;573.792048198532
attC_18_integron_01_NC_002506.1;24;NC_002506.1;421640;421767;+;attC;573.792048198532
Cassette_162_integron_01_NC_002506.1;8;NC_002506.1;421768;422642;+;cassette;191.264016066177
N16961_15885;8;NC_002506.1;421787;422284;-;cds;191.264016066177
N16961_15890;4;NC_002506.1;422281;422553;-;cds;95.6320080330887
attC_17_integron_01_NC_002506.1;25;NC_002506.1;422643;422770;+;attC;597.700050206804
Cassette_163_integron_01_NC_002506.1;38;NC_002506.1;422771;423456;+;cassette;908.504076314342
N16961_15895;38;NC_002506.1;422784;423452;+;cds;908.504076314342
attC_16_integron_01_NC_002506.1;24;NC_002506.1;423457;423585;+;attC;573.792048198532
Cassette_164_integron_01_NC_002506.1;0;NC_002506.1;423586;423885;+;cassette;0
N16961_15900;0;NC_002506.1;423604;423891;+;cds;0
attC_15_integron_01_NC_002506.1;53;NC_002506.1;423886;424014;+;attC;1267.12410643842
Cassette_165_integron_01_NC_002506.1;68;NC_002506.1;424015;424397;+;cassette;1625.74413656251
N16961_15905;70;NC_002506.1;424032;424403;+;cds;1673.56014057905
attC_14_integron_01_NC_002506.1;59;NC_002506.1;424398;424526;+;attC;1410.57211848806
Cassette_166_integron_01_NC_002506.1;0;NC_002506.1;424527;425432;+;cassette;0
N16961_15910;0;NC_002506.1;424626;424895;+;cds;0
N16961_15915;0;NC_002506.1;424892;425425;+;cds;0
attC_13_integron_01_NC_002506.1;22;NC_002506.1;425433;425558;+;attC;525.976044181988
Cassette_167_integron_01_NC_002506.1;28;NC_002506.1;425559;426187;+;cassette;669.424056231621
N16961_15920;26;NC_002506.1;425627;425884;+;cds;621.608052215076
N16961_15925;24;NC_002506.1;425872;426174;+;cds;573.792048198532
attC_12_integron_01_NC_002506.1;23;NC_002506.1;426188;426315;+;attC;549.88404619026
N16961_15930;1;NC_002506.1;426312;427325;+;cds;23.9080020082722
Cassette_168_integron_01_NC_002506.1;0;NC_002506.1;426316;427325;+;cassette;0
attC_11_integron_01_NC_002506.1;9;NC_002506.1;427326;427454;+;attC;215.17201807445
Cassette_169_integron_01_NC_002506.1;13;NC_002506.1;427455;427865;+;cassette;310.804026107538
N16961_15935;11;NC_002506.1;427632;427871;+;cds;262.988022090994
attC_10_integron_01_NC_002506.1;10;NC_002506.1;427866;427994;+;attC;239.080020082722
Cassette_170_integron_01_NC_002506.1;3;NC_002506.1;427995;429048;+;cassette;71.7240060248165
N16961_15940;0;NC_002506.1;428007;428291;+;cds;0
N16961_15945;0;NC_002506.1;428335;428772;+;cds;0
N16961_15950;3;NC_002506.1;428887;429054;+;cds;71.7240060248165
attC_9_integron_01_NC_002506.1;2;NC_002506.1;429049;429176;+;attC;47.8160040165443
Cassette_171_integron_01_NC_002506.1;0;NC_002506.1;429177;430108;+;cassette;0
N16961_15955;0;NC_002506.1;429283;430101;+;cds;0
attC_8_integron_01_NC_002506.1;0;NC_002506.1;430109;430236;+;attC;0
N16961_15960;0;NC_002506.1;430176;430850;+;cds;0
Cassette_172_integron_01_NC_002506.1;0;NC_002506.1;430237;430844;+;cassette;0
attC_7_integron_01_NC_002506.1;0;NC_002506.1;430845;430972;+;attC;0
Cassette_173_integron_01_NC_002506.1;0;NC_002506.1;430973;431820;+;cassette;0
N16961_15965;0;NC_002506.1;431042;431311;+;cds;0
N16961_15970;0;NC_002506.1;431305;431826;+;cds;0
attC_6_integron_01_NC_002506.1;222;NC_002506.1;431821;431949;+;attC;5307.57644583642
Cassette_174_integron_01_NC_002506.1;272;NC_002506.1;431950;432357;+;cassette;6502.97654625003
attC_5_integron_01_NC_002506.1;249;NC_002506.1;432358;432486;+;attC;5953.09250005977
Cassette_175_integron_01_NC_002506.1;55;NC_002506.1;432487;432890;+;cassette;1314.94011045497
N16961_15975;55;NC_002506.1;432501;432896;+;cds;1314.94011045497
attC_4_integron_01_NC_002506.1;45;NC_002506.1;432891;433018;+;attC;1075.86009037225
Cassette_176_integron_01_NC_002506.1;9;NC_002506.1;433019;433647;+;cassette;215.17201807445
N16961_15980;7;NC_002506.1;433035;433313;-;cds;167.356014057905
N16961_15985;5;NC_002506.1;433310;433594;-;cds;119.540010041361
attC_3_integron_01_NC_002506.1;13;NC_002506.1;433648;433775;+;attC;310.804026107538
N16961_15990;14;NC_002506.1;433743;434303;+;cds;334.71202811581
Cassette_177_integron_01_NC_002506.1;9;NC_002506.1;433776;434297;+;cassette;215.17201807445
attC_2_integron_01_NC_002506.1;18;NC_002506.1;434298;434425;+;attC;430.344036148899
Cassette_178_integron_01_NC_002506.1;24;NC_002506.1;434426;434905;+;cassette;573.792048198532
N16961_15995;23;NC_002506.1;434487;434900;+;cds;549.88404619026
attC_1_integron_01_NC_002506.1;12;NC_002506.1;434906;435034;+;attC;286.896024099266
N16961_16000;0;NC_002506.1;435118;435387;+;cds;0
N16961_16005;0;NC_002506.1;435455;435763;+;cds;0
N16961_16010;0;NC_002506.1;436006;436632;+;cds;0
N16961_16015;2;NC_002506.1;436955;439828;+;cds;47.8160040165443
N16961_16020;2;NC_002506.1;440291;442411;+;cds;47.8160040165443
N16961_16025;0;NC_002506.1;442416;442883;+;cds;0
N16961_16030;0;NC_002506.1;443005;444186;+;cds;0
N16961_16035;0;NC_002506.1;444244;444927;+;cds;0
N16961_16040;0;NC_002506.1;445161;446897;-;cds;0
N16961_16045;0;NC_002506.1;446916;447869;-;cds;0
N16961_16050;0;NC_002506.1;447880;449082;-;cds;0
N16961_16055;0;NC_002506.1;449421;450401;+;cds;0
N16961_16060;0;NC_002506.1;450455;451594;+;cds;0
N16961_16065;0;NC_002506.1;451596;454637;+;cds;0
N16961_16070;0;NC_002506.1;454812;456794;+;cds;0
N16961_16080;0;NC_002506.1;457023;458192;-;cds;0
N16961_16085;0;NC_002506.1;458389;459351;-;cds;0
N16961_16090;0;NC_002506.1;459498;460904;-;cds;0
N16961_16095;0;NC_002506.1;461371;462360;+;cds;0
N16961_16100;0;NC_002506.1;462424;463368;-;cds;0
N16961_16105;0;NC_002506.1;463691;465553;+;cds;0
N16961_16110;0;NC_002506.1;465651;468890;-;cds;0
N16961_16115;0;NC_002506.1;468993;470486;+;cds;0
N16961_16120;0;NC_002506.1;470476;471168;+;cds;0
N16961_16125;0;NC_002506.1;471368;471604;+;cds;0
N16961_16130;0;NC_002506.1;471820;472287;-;cds;0
N16961_16135;0;NC_002506.1;472250;472495;-;cds;0
N16961_16140;0;NC_002506.1;472658;473038;-;cds;0
N16961_16145;0;NC_002506.1;473172;473969;-;cds;0
N16961_16150;0;NC_002506.1;474496;474999;-;cds;0
N16961_16155;0;NC_002506.1;475386;475931;+;cds;0
N16961_16160;0;NC_002506.1;475928;476497;+;cds;0
N16961_16165;0;NC_002506.1;476605;478056;-;cds;0
N16961_16170;0;NC_002506.1;478273;479178;+;cds;0
N16961_16175;0;NC_002506.1;479355;479852;+;cds;0
N16961_16180;0;NC_002506.1;480084;481715;-;cds;0
N16961_16185;0;NC_002506.1;481978;483720;+;cds;0
N16961_16190;0;NC_002506.1;483870;483965;+;cds;0
N16961_16195;0;NC_002506.1;484280;485236;+;cds;0
N16961_16200;0;NC_002506.1;485540;485728;+;cds;0
N16961_16205;0;NC_002506.1;485878;486444;-;cds;0
N16961_16210;0;NC_002506.1;486637;487719;+;cds;0
N16961_16215;0;NC_002506.1;487773;487958;-;cds;0
N16961_16220;0;NC_002506.1;488171;490528;-;cds;0
N16961_16225;0;NC_002506.1;490884;492116;-;cds;0
N16961_16230;0;NC_002506.1;492539;493081;+;cds;0
N16961_16235;0;NC_002506.1;493375;494760;+;cds;0
N16961_16245;2;NC_002506.1;495055;496623;+;cds;47.8160040165443
N16961_16250;0;NC_002506.1;496701;497681;+;cds;0
N16961_16255;0;NC_002506.1;497678;498916;-;cds;0
N16961_16260;0;NC_002506.1;499272;499646;+;cds;0
N16961_16265;0;NC_002506.1;499656;499934;+;cds;0
N16961_16270;0;NC_002506.1;500227;501765;+;cds;0
N16961_16275;0;NC_002506.1;501777;503153;+;cds;0
N16961_16280;0;NC_002506.1;503254;504753;+;cds;0
N16961_16285;0;NC_002506.1;504728;505384;+;cds;0
N16961_16290;0;NC_002506.1;505387;506271;+;cds;0
N16961_16295;0;NC_002506.1;506428;507498;+;cds;0
N16961_16300;0;NC_002506.1;507539;507700;+;cds;0
N16961_16305;0;NC_002506.1;508285;508596;-;cds;0
N16961_16310;0;NC_002506.1;508604;508987;-;cds;0
N16961_16315;0;NC_002506.1;509159;510163;-;cds;0
N16961_16320;0;NC_002506.1;510314;510889;-;cds;0
N16961_16325;0;NC_002506.1;511108;513789;+;cds;0
N16961_16330;0;NC_002506.1;513839;514726;-;cds;0
N16961_16335;0;NC_002506.1;514959;517040;+;cds;0
N16961_16340;0;NC_002506.1;517364;519061;-;cds;0
N16961_16345;0;NC_002506.1;519142;519375;-;cds;0
N16961_16350;0;NC_002506.1;519376;519828;-;cds;0
N16961_16355;0;NC_002506.1;519996;520787;+;cds;0
N16961_16360;0;NC_002506.1;520899;521381;-;cds;0
N16961_16365;0;NC_002506.1;521497;522282;+;cds;0
N16961_16370;0;NC_002506.1;522368;523036;-;cds;0
N16961_16375;0;NC_002506.1;523048;523659;-;cds;0
N16961_16380;0;NC_002506.1;523761;524357;+;cds;0
N16961_16385;0;NC_002506.1;524354;524746;+;cds;0
N16961_16390;0;NC_002506.1;524830;526422;-;cds;0
N16961_16395;0;NC_002506.1;526419;527474;-;cds;0
N16961_16400;0;NC_002506.1;527474;528556;-;cds;0
N16961_16405;0;NC_002506.1;528565;530382;-;cds;0
N16961_16410;0;NC_002506.1;530597;531118;-;cds;0
N16961_16415;0;NC_002506.1;531211;532143;-;cds;0
N16961_16420;0;NC_002506.1;532383;532634;+;cds;0
N16961_16425;0;NC_002506.1;532716;533669;-;cds;0
N16961_16430;0;NC_002506.1;533927;535099;+;cds;0
N16961_16435;0;NC_002506.1;535110;535361;+;cds;0
N16961_16440;0;NC_002506.1;535461;536366;-;cds;0
N16961_16445;0;NC_002506.1;536432;537136;-;cds;0
N16961_16450;0;NC_002506.1;537161;538861;-;cds;0
N16961_16455;2;NC_002506.1;538872;540044;-;cds;47.8160040165443
N16961_16460;0;NC_002506.1;540239;541246;-;cds;0
N16961_16465;0;NC_002506.1;541490;542593;+;cds;0
N16961_16470;0;NC_002506.1;542611;544008;+;cds;0
N16961_16475;0;NC_002506.1;544018;544830;+;cds;0
N16961_16480;0;NC_002506.1;544995;545402;+;cds;0
N16961_16485;0;NC_002506.1;545462;546136;-;cds;0
N16961_16490;0;NC_002506.1;546337;546513;+;cds;0
N16961_16495;0;NC_002506.1;546518;547168;+;cds;0
N16961_16500;0;NC_002506.1;547439;547849;+;cds;0
N16961_16505;0;NC_002506.1;548080;549828;+;cds;0
N16961_16510;0;NC_002506.1;550004;551140;+;cds;0
N16961_16515;0;NC_002506.1;551233;551886;-;cds;0
N16961_16520;0;NC_002506.1;552038;553273;+;cds;0
N16961_16525;0;NC_002506.1;553282;554040;+;cds;0
N16961_16530;0;NC_002506.1;554224;554592;+;cds;0
N16961_16535;0;NC_002506.1;554614;555444;+;cds;0
N16961_16540;0;NC_002506.1;555529;556524;-;cds;0
N16961_16550;0;NC_002506.1;557117;558067;+;cds;0
N16961_16555;0;NC_002506.1;558164;560158;+;cds;0
N16961_16560;0;NC_002506.1;560275;562527;-;cds;0
N16961_16565;0;NC_002506.1;562843;563355;+;cds;0
N16961_16570;0;NC_002506.1;563799;565967;+;cds;0
N16961_16575;0;NC_002506.1;566238;567278;-;cds;0
N16961_16580;0;NC_002506.1;567291;568262;-;cds;0
