"","GeneID","Chr","Start","End","Strand","Annotation"
"2871","attC_175_integron_01_NC_002506.1","NC_002506.1",313111,313236,"+","Complete Integron"
"2872","Cassette_5_integron_01_NC_002506.1","NC_002506.1",313237,313594,"+","Complete Integron"
"2873","attC_174_integron_01_NC_002506.1","NC_002506.1",313595,313721,"+","Complete Integron"
"2874","Cassette_6_integron_01_NC_002506.1","NC_002506.1",313722,314123,"+","Complete Integron"
"2875","attC_173_integron_01_NC_002506.1","NC_002506.1",314124,314253,"+","Complete Integron"
"2876","Cassette_7_integron_01_NC_002506.1","NC_002506.1",314254,314585,"+","Complete Integron"
"2877","N16961_15175","NC_002506.1",314325,314576,"+","Fumarylacetoacetate hydrolase"
"2878","attC_172_integron_01_NC_002506.1","NC_002506.1",314586,314711,"+","Complete Integron"
"2879","Cassette_8_integron_01_NC_002506.1","NC_002506.1",314712,315162,"+","Complete Integron"
"2880","N16961_15180","NC_002506.1",314729,315160,"+","GIY-YIG domain-containing protein"
"2881","attC_171_integron_01_NC_002506.1","NC_002506.1",315163,315290,"+","Complete Integron"
"2882","Cassette_9_integron_01_NC_002506.1","NC_002506.1",315291,315934,"+","Complete Integron"
"2883","N16961_15185","NC_002506.1",315311,315940,"+","type B-5 chloramphenicol O-acetyltransferase CatB9"
"2884","attC_170_integron_01_NC_002506.1","NC_002506.1",315935,316062,"+","Complete Integron"
"2885","Cassette_10_integron_01_NC_002506.1","NC_002506.1",316063,316849,"+","Complete Integron"
"2886","N16961_15190","NC_002506.1",316096,316848,"+","SDR family oxidoreductase"
"2887","attC_169_integron_01_NC_002506.1","NC_002506.1",316850,316978,"+","Complete Integron"
"2888","Cassette_11_integron_01_NC_002506.1","NC_002506.1",316979,317384,"+","Complete Integron"
"2889","attC_168_integron_01_NC_002506.1","NC_002506.1",317385,317513,"+","Complete Integron"
"2890","Cassette_12_integron_01_NC_002506.1","NC_002506.1",317514,317908,"+","Complete Integron"
"2891","N16961_15195","NC_002506.1",317537,317914,"+","hypothetical protein"
"2892","attC_167_integron_01_NC_002506.1","NC_002506.1",317909,318036,"+","Complete Integron"
"2893","Cassette_13_integron_01_NC_002506.1","NC_002506.1",318037,318445,"+","Complete Integron"
"2894","attC_166_integron_01_NC_002506.1","NC_002506.1",318446,318574,"+","Complete Integron"
"2895","Cassette_14_integron_01_NC_002506.1","NC_002506.1",318575,318981,"+","Complete Integron"
"2896","attC_165_integron_01_NC_002506.1","NC_002506.1",318982,319109,"+","Complete Integron"
"2897","Cassette_15_integron_01_NC_002506.1","NC_002506.1",319110,319794,"+","Complete Integron"
"2898","N16961_15200","NC_002506.1",319123,319800,"+","5-methylcytosine-specific restriction endonuclease McrA"
"2899","attC_164_integron_01_NC_002506.1","NC_002506.1",319795,319923,"+","Complete Integron"
"2900","Cassette_16_integron_01_NC_002506.1","NC_002506.1",319924,321177,"+","Complete Integron"
"2901","N16961_15205","NC_002506.1",319962,321170,"+","Deoxyguanosinetriphosphate triphosphohydrolase-like protein 2"
"2902","attC_163_integron_01_NC_002506.1","NC_002506.1",321178,321306,"+","Complete Integron"
"2903","Cassette_17_integron_01_NC_002506.1","NC_002506.1",321307,322041,"+","Complete Integron"
"2904","N16961_15210","NC_002506.1",321332,322036,"+","putative restriction endonuclease, HNH family"
"2905","attC_162_integron_01_NC_002506.1","NC_002506.1",322042,322170,"+","Complete Integron"
"2906","Cassette_18_integron_01_NC_002506.1","NC_002506.1",322171,322544,"+","Complete Integron"
"2907","N16961_15215","NC_002506.1",322194,322532,"+","hypothetical protein"
"2908","attC_161_integron_01_NC_002506.1","NC_002506.1",322545,322673,"+","Complete Integron"
"2909","Cassette_19_integron_01_NC_002506.1","NC_002506.1",322674,323353,"+","Complete Integron"
"2910","N16961_15220","NC_002506.1",322686,323003,"-","Plasmid stabilization system protein ParE"
"2911","N16961_15225","NC_002506.1",323022,323264,"-","Antitoxin"
"2912","attC_160_integron_01_NC_002506.1","NC_002506.1",323354,323482,"+","Complete Integron"
"2913","Cassette_20_integron_01_NC_002506.1","NC_002506.1",323483,323888,"+","Complete Integron"
"2914","N16961_15230","NC_002506.1",323508,323894,"+","ADP-ribose pyrophosphatase YjhB, NUDIX family"
"2915","attC_159_integron_01_NC_002506.1","NC_002506.1",323889,324016,"+","Complete Integron"
"2916","Cassette_21_integron_01_NC_002506.1","NC_002506.1",324017,324397,"+","Complete Integron"
"2917","N16961_15235","NC_002506.1",324073,324294,"+","DUF1289 domain-containing protein"
"2918","attC_158_integron_01_NC_002506.1","NC_002506.1",324398,324525,"+","Complete Integron"
"2919","Cassette_22_integron_01_NC_002506.1","NC_002506.1",324526,325082,"+","Complete Integron"
"2920","N16961_15240","NC_002506.1",324552,325088,"+","Protein N-acetyltransferase, RimJ/RimL family"
"2921","attC_157_integron_01_NC_002506.1","NC_002506.1",325083,325211,"+","Complete Integron"
"2922","Cassette_23_integron_01_NC_002506.1","NC_002506.1",325212,325742,"+","Complete Integron"
"2923","N16961_15245","NC_002506.1",325225,325740,"+","Outer membrane lipoprotein Blc"
"2924","attC_156_integron_01_NC_002506.1","NC_002506.1",325743,325870,"+","Complete Integron"
"2925","Cassette_24_integron_01_NC_002506.1","NC_002506.1",325871,326745,"+","Complete Integron"
"2926","N16961_15250","NC_002506.1",325890,326387,"-","N-acetyltransferase, GNAT superfamily (includes histone acetyltransferase HPA2)"
"2927","N16961_15255","NC_002506.1",326384,326656,"-","DUF1778 domain-containing protein"
"2928","attC_155_integron_01_NC_002506.1","NC_002506.1",326746,326873,"+","Complete Integron"
"2929","Cassette_25_integron_01_NC_002506.1","NC_002506.1",326874,327281,"+","Complete Integron"
"2930","attC_154_integron_01_NC_002506.1","NC_002506.1",327282,327410,"+","Complete Integron"
"2931","Cassette_26_integron_01_NC_002506.1","NC_002506.1",327411,327874,"+","Complete Integron"
"2932","N16961_15260","NC_002506.1",327424,327870,"+","Mor transcription activator domain-containing protein"
"2933","attC_153_integron_01_NC_002506.1","NC_002506.1",327875,328003,"+","Complete Integron"
"2934","Cassette_27_integron_01_NC_002506.1","NC_002506.1",328004,328612,"+","Complete Integron"
"2935","N16961_15265","NC_002506.1",328018,328287,"-","Type II toxin-antitoxin system YafQ family toxin"
"2936","N16961_15270","NC_002506.1",328280,328558,"-","Antitoxin component of the RelBE or YafQ-DinJ toxin-antitoxin module"
"2937","attC_152_integron_01_NC_002506.1","NC_002506.1",328613,328739,"+","Complete Integron"
"2938","Cassette_28_integron_01_NC_002506.1","NC_002506.1",328740,329248,"+","Complete Integron"
"2939","attC_151_integron_01_NC_002506.1","NC_002506.1",329249,329377,"+","Complete Integron"
"2940","Cassette_29_integron_01_NC_002506.1","NC_002506.1",329378,329717,"+","Complete Integron"
"2941","attC_150_integron_01_NC_002506.1","NC_002506.1",329718,329845,"+","Complete Integron"
"2942","Cassette_30_integron_01_NC_002506.1","NC_002506.1",329846,330251,"+","Complete Integron"
"2943","N16961_15275","NC_002506.1",329871,330257,"+","Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family"
"2944","attC_149_integron_01_NC_002506.1","NC_002506.1",330252,330380,"+","Complete Integron"
"2945","Cassette_31_integron_01_NC_002506.1","NC_002506.1",330381,330712,"+","Complete Integron"
"2946","N16961_15280","NC_002506.1",330452,330703,"+","Fumarylacetoacetate hydrolase"
"2947","attC_148_integron_01_NC_002506.1","NC_002506.1",330713,330838,"+","Complete Integron"
"2948","Cassette_32_integron_01_NC_002506.1","NC_002506.1",330839,331177,"+","Complete Integron"
"2949","N16961_15285","NC_002506.1",330917,331159,"+","Pullulanase"
"2950","attC_147_integron_01_NC_002506.1","NC_002506.1",331178,331306,"+","Complete Integron"
"2951","Cassette_33_integron_01_NC_002506.1","NC_002506.1",331307,331815,"+","Complete Integron"
"2952","attC_146_integron_01_NC_002506.1","NC_002506.1",331816,331943,"+","Complete Integron"
"2953","Cassette_34_integron_01_NC_002506.1","NC_002506.1",331944,332353,"+","Complete Integron"
"2954","attC_145_integron_01_NC_002506.1","NC_002506.1",332354,332481,"+","Complete Integron"
"2955","Cassette_35_integron_01_NC_002506.1","NC_002506.1",332482,332972,"+","Complete Integron"
"2956","N16961_15290","NC_002506.1",332511,332978,"+","Organic hydroperoxide reductase OsmC/OhrA"
"2957","attC_144_integron_01_NC_002506.1","NC_002506.1",332973,333100,"+","Complete Integron"
"2958","Cassette_36_integron_01_NC_002506.1","NC_002506.1",333101,333773,"+","Complete Integron"
"2959","N16961_15295","NC_002506.1",333106,333768,"+","hypothetical protein"
"2960","attC_143_integron_01_NC_002506.1","NC_002506.1",333774,333899,"+","Complete Integron"
"2961","Cassette_37_integron_01_NC_002506.1","NC_002506.1",333900,334453,"+","Complete Integron"
"2962","N16961_15300","NC_002506.1",334206,334451,"+","CopG family transcriptional regulator"
"2963","attC_142_integron_01_NC_002506.1","NC_002506.1",334454,334579,"+","Complete Integron"
"2964","N16961_15305","NC_002506.1",334547,335341,"+","Phage abortive infection protein"
"2965","Cassette_38_integron_01_NC_002506.1","NC_002506.1",334580,335341,"+","Complete Integron"
"2966","attC_141_integron_01_NC_002506.1","NC_002506.1",335342,335467,"+","Complete Integron"
"2967","Cassette_39_integron_01_NC_002506.1","NC_002506.1",335468,335869,"+","Complete Integron"
"2968","attC_140_integron_01_NC_002506.1","NC_002506.1",335870,335999,"+","Complete Integron"
"2969","Cassette_40_integron_01_NC_002506.1","NC_002506.1",336000,337029,"+","Complete Integron"
"2970","N16961_15310","NC_002506.1",336031,337035,"+","Putative carboxypeptidase VC_A0337"
"2971","attC_139_integron_01_NC_002506.1","NC_002506.1",337030,337157,"+","Complete Integron"
"2972","Cassette_41_integron_01_NC_002506.1","NC_002506.1",337158,337541,"+","Complete Integron"
"2973","N16961_15315","NC_002506.1",337188,337547,"+","Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family"
"2974","attC_138_integron_01_NC_002506.1","NC_002506.1",337542,337670,"+","Complete Integron"
"2975","Cassette_42_integron_01_NC_002506.1","NC_002506.1",337671,338179,"+","Complete Integron"
"2976","attC_137_integron_01_NC_002506.1","NC_002506.1",338180,338307,"+","Complete Integron"
"2977","Cassette_43_integron_01_NC_002506.1","NC_002506.1",338308,338829,"+","Complete Integron"
"2978","N16961_15320","NC_002506.1",338321,338827,"+","hypothetical protein"
"2979","attC_136_integron_01_NC_002506.1","NC_002506.1",338830,338958,"+","Complete Integron"
"2980","Cassette_44_integron_01_NC_002506.1","NC_002506.1",338959,339364,"+","Complete Integron"
"2981","N16961_15325","NC_002506.1",338984,339370,"+","Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family"
"2982","attC_135_integron_01_NC_002506.1","NC_002506.1",339365,339493,"+","Complete Integron"
"2983","Cassette_45_integron_01_NC_002506.1","NC_002506.1",339494,339824,"+","Complete Integron"
"2984","N16961_15330","NC_002506.1",339564,339830,"+","Transposase"
"2985","attC_134_integron_01_NC_002506.1","NC_002506.1",339825,339953,"+","Complete Integron"
"2986","Cassette_46_integron_01_NC_002506.1","NC_002506.1",339954,340285,"+","Complete Integron"
"2987","N16961_15335","NC_002506.1",340025,340276,"+","Fumarylacetoacetate hydrolase"
"2988","attC_133_integron_01_NC_002506.1","NC_002506.1",340286,340411,"+","Complete Integron"
"2989","Cassette_47_integron_01_NC_002506.1","NC_002506.1",340412,341017,"+","Complete Integron"
"2990","N16961_15340","NC_002506.1",340545,340970,"+","DUF4231 domain-containing protein"
"2991","attC_132_integron_01_NC_002506.1","NC_002506.1",341018,341146,"+","Complete Integron"
"2992","Cassette_48_integron_01_NC_002506.1","NC_002506.1",341147,341809,"+","Complete Integron"
"2993","N16961_15345","NC_002506.1",341176,341799,"+","Regulation of enolase protein 1 (function unknown), concanavalin A-like superfamily"
"2994","attC_131_integron_01_NC_002506.1","NC_002506.1",341810,341938,"+","Complete Integron"
"2995","Cassette_49_integron_01_NC_002506.1","NC_002506.1",341939,342491,"+","Complete Integron"
"2996","N16961_15350","NC_002506.1",342012,342491,"+","LRAT domain-containing protein"
"2997","attC_130_integron_01_NC_002506.1","NC_002506.1",342492,342617,"+","Complete Integron"
"2998","Cassette_50_integron_01_NC_002506.1","NC_002506.1",342618,343097,"+","Complete Integron"
"2999","N16961_15355","NC_002506.1",342679,343092,"+","Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family"
"3000","attC_129_integron_01_NC_002506.1","NC_002506.1",343098,343226,"+","Complete Integron"
"3001","Cassette_51_integron_01_NC_002506.1","NC_002506.1",343227,343855,"+","Complete Integron"
"3002","N16961_15360","NC_002506.1",343243,343521,"-","Plasmid stabilization system protein ParE"
"3003","N16961_15365","NC_002506.1",343518,343802,"-","Transcriptional regulator"
"3004","attC_128_integron_01_NC_002506.1","NC_002506.1",343856,343983,"+","Complete Integron"
"3005","Cassette_52_integron_01_NC_002506.1","NC_002506.1",343984,344514,"+","Complete Integron"
"3006","N16961_15370","NC_002506.1",343997,344512,"+","Outer membrane lipoprotein Blc"
"3007","attC_127_integron_01_NC_002506.1","NC_002506.1",344515,344642,"+","Complete Integron"
"3008","N16961_15375","NC_002506.1",344589,345173,"+","SMODS and SLOG-associating 2TM effector domain-containing protein"
"3009","Cassette_53_integron_01_NC_002506.1","NC_002506.1",344643,345271,"+","Complete Integron"
"3010","attC_126_integron_01_NC_002506.1","NC_002506.1",345272,345398,"+","Complete Integron"
"3011","Cassette_54_integron_01_NC_002506.1","NC_002506.1",345399,345800,"+","Complete Integron"
"3012","attC_125_integron_01_NC_002506.1","NC_002506.1",345801,345930,"+","Complete Integron"
"3013","Cassette_55_integron_01_NC_002506.1","NC_002506.1",345931,346413,"+","Complete Integron"
"3014","N16961_15380","NC_002506.1",345946,346419,"+","UPF0157 protein VC_A0354"
"3015","attC_124_integron_01_NC_002506.1","NC_002506.1",346414,346539,"+","Complete Integron"
"3016","Cassette_56_integron_01_NC_002506.1","NC_002506.1",346540,347196,"+","Complete Integron"
"3017","N16961_15385","NC_002506.1",346568,347194,"+","Threonine/homoserine/homoserine lactone efflux protein"
"3018","attC_123_integron_01_NC_002506.1","NC_002506.1",347197,347320,"+","Complete Integron"
"3019","Cassette_57_integron_01_NC_002506.1","NC_002506.1",347321,348022,"+","Complete Integron"
"3020","N16961_15390","NC_002506.1",347335,348015,"+","HNH endonuclease"
"3021","attC_122_integron_01_NC_002506.1","NC_002506.1",348023,348148,"+","Complete Integron"
"3022","Cassette_58_integron_01_NC_002506.1","NC_002506.1",348149,348409,"+","Complete Integron"
"3023","N16961_15395","NC_002506.1",348195,348356,"+","hypothetical protein"
"3024","attC_121_integron_01_NC_002506.1","NC_002506.1",348410,348538,"+","Complete Integron"
"3025","Cassette_59_integron_01_NC_002506.1","NC_002506.1",348539,348945,"+","Complete Integron"
"3026","attC_120_integron_01_NC_002506.1","NC_002506.1",348946,349073,"+","Complete Integron"
"3027","Cassette_60_integron_01_NC_002506.1","NC_002506.1",349074,349505,"+","Complete Integron"
"3028","N16961_15400","NC_002506.1",349106,349501,"+","Lipoprotein"
"3029","attC_119_integron_01_NC_002506.1","NC_002506.1",349506,349634,"+","Complete Integron"
"3030","N16961_15405","NC_002506.1",349629,349928,"-","Plasmid stabilization system protein ParE"
"3031","Cassette_61_integron_01_NC_002506.1","NC_002506.1",349635,350234,"+","Complete Integron"
"3032","N16961_15410","NC_002506.1",349925,350167,"-","Antitoxin ParD"
"3033","attC_118_integron_01_NC_002506.1","NC_002506.1",350235,350362,"+","Complete Integron"
"3034","Cassette_62_integron_01_NC_002506.1","NC_002506.1",350363,350975,"+","Complete Integron"
"3035","N16961_15415","NC_002506.1",350396,350974,"+","hypothetical protein"
"3036","attC_117_integron_01_NC_002506.1","NC_002506.1",350976,351101,"+","Complete Integron"
"3037","Cassette_63_integron_01_NC_002506.1","NC_002506.1",351102,351362,"+","Complete Integron"
"3038","N16961_15420","NC_002506.1",351148,351309,"+","hypothetical protein"
"3039","attC_116_integron_01_NC_002506.1","NC_002506.1",351363,351491,"+","Complete Integron"
"3040","Cassette_64_integron_01_NC_002506.1","NC_002506.1",351492,352189,"+","Complete Integron"
"3041","N16961_15425","NC_002506.1",351512,352195,"+","SMODS and SLOG-associating 2TM effector domain-containing protein"
"3042","attC_115_integron_01_NC_002506.1","NC_002506.1",352190,352318,"+","Complete Integron"
"3043","Cassette_65_integron_01_NC_002506.1","NC_002506.1",352319,352688,"+","Complete Integron"
"3044","N16961_15430","NC_002506.1",352409,352675,"+","Transposase"
"3045","attC_114_integron_01_NC_002506.1","NC_002506.1",352689,352816,"+","Complete Integron"
"3046","Cassette_66_integron_01_NC_002506.1","NC_002506.1",352817,353564,"+","Complete Integron"
"3047","N16961_15435","NC_002506.1",352830,353237,"+","hypothetical protein"
"3048","attC_113_integron_01_NC_002506.1","NC_002506.1",353565,353693,"+","Complete Integron"
"3049","Cassette_67_integron_01_NC_002506.1","NC_002506.1",353694,354638,"+","Complete Integron"
"3050","N16961_15440","NC_002506.1",353709,354644,"+","Restriction endonuclease"
"3051","attC_112_integron_01_NC_002506.1","NC_002506.1",354639,354763,"+","Complete Integron"
"3052","Cassette_68_integron_01_NC_002506.1","NC_002506.1",354764,358612,"+","Complete Integron"
"3053","N16961_15445","NC_002506.1",354862,355884,"+","hypothetical protein"
"3054","N16961_15450","NC_002506.1",355829,356431,"+","Phage membrane protein"
"3055","N16961_15455","NC_002506.1",356492,357058,"-","hypothetical protein"
"3056","N16961_15460","NC_002506.1",357184,357810,"-","IS3 family transposase"
"3057","N16961_15465","NC_002506.1",358053,358361,"-","IS3 family ISVch4 transposase ORF A"
"3058","attC_111_integron_01_NC_002506.1","NC_002506.1",358613,358741,"+","Complete Integron"
"3059","Cassette_69_integron_01_NC_002506.1","NC_002506.1",358742,359780,"+","Complete Integron"
"3060","N16961_15470","NC_002506.1",358779,359786,"+","NAD(P)H dehydrogenase cyanobacteria/chloroplast-specific assembly factor CRR6"
"3061","attC_110_integron_01_NC_002506.1","NC_002506.1",359781,359906,"+","Complete Integron"
"3062","Cassette_70_integron_01_NC_002506.1","NC_002506.1",359907,360416,"+","Complete Integron"
"3063","attC_109_integron_01_NC_002506.1","NC_002506.1",360417,360545,"+","Complete Integron"
"3064","Cassette_71_integron_01_NC_002506.1","NC_002506.1",360546,360939,"+","Complete Integron"
"3065","N16961_15475","NC_002506.1",360581,360937,"+","DUF2628 domain-containing protein"
"3066","attC_108_integron_01_NC_002506.1","NC_002506.1",360940,361068,"+","Complete Integron"
"3067","Cassette_72_integron_01_NC_002506.1","NC_002506.1",361069,361474,"+","Complete Integron"
"3068","attC_107_integron_01_NC_002506.1","NC_002506.1",361475,361601,"+","Complete Integron"
"3069","Cassette_73_integron_01_NC_002506.1","NC_002506.1",361602,361995,"+","Complete Integron"
"3070","N16961_15480","NC_002506.1",361637,361993,"+","DUF2628 domain-containing protein"
"3071","attC_106_integron_01_NC_002506.1","NC_002506.1",361996,362124,"+","Complete Integron"
"3072","Cassette_74_integron_01_NC_002506.1","NC_002506.1",362125,362667,"+","Complete Integron"
"3073","N16961_15485","NC_002506.1",362137,362673,"+","Nitrate reductase"
"3074","attC_105_integron_01_NC_002506.1","NC_002506.1",362668,362795,"+","Complete Integron"
"3075","Cassette_75_integron_01_NC_002506.1","NC_002506.1",362796,363203,"+","Complete Integron"
"3076","attC_104_integron_01_NC_002506.1","NC_002506.1",363204,363332,"+","Complete Integron"
"3077","Cassette_76_integron_01_NC_002506.1","NC_002506.1",363333,363764,"+","Complete Integron"
"3078","N16961_15490","NC_002506.1",363345,363770,"+","Ribosomal protein S18 acetylase RimI and related acetyltransferases"
"3079","attC_103_integron_01_NC_002506.1","NC_002506.1",363765,363893,"+","Complete Integron"
"3080","Cassette_77_integron_01_NC_002506.1","NC_002506.1",363894,364260,"+","Complete Integron"
"3081","N16961_15495","NC_002506.1",363979,364266,"+","hypothetical protein"
"3082","attC_102_integron_01_NC_002506.1","NC_002506.1",364261,364389,"+","Complete Integron"
"3083","Cassette_78_integron_01_NC_002506.1","NC_002506.1",364390,364706,"+","Complete Integron"
"3084","attC_101_integron_01_NC_002506.1","NC_002506.1",364707,364834,"+","Complete Integron"
"3085","Cassette_79_integron_01_NC_002506.1","NC_002506.1",364835,365211,"+","Complete Integron"
"3086","attC_100_integron_01_NC_002506.1","NC_002506.1",365212,365338,"+","Complete Integron"
"3087","Cassette_80_integron_01_NC_002506.1","NC_002506.1",365339,366018,"+","Complete Integron"
"3088","N16961_15500","NC_002506.1",365351,365668,"-","Plasmid stabilization system protein ParE"
"3089","N16961_15505","NC_002506.1",365687,365929,"-","Antitoxin"
"3090","attC_99_integron_01_NC_002506.1","NC_002506.1",366019,366147,"+","Complete Integron"
"3091","Cassette_81_integron_01_NC_002506.1","NC_002506.1",366148,366674,"+","Complete Integron"
"3092","N16961_15510","NC_002506.1",366171,366680,"+","L-amino acid N-acyltransferase MnaT"
"3093","attC_98_integron_01_NC_002506.1","NC_002506.1",366675,366802,"+","Complete Integron"
"3094","N16961_15515","NC_002506.1",366770,367390,"+","hypothetical protein"
"3095","Cassette_82_integron_01_NC_002506.1","NC_002506.1",366803,367406,"+","Complete Integron"
"3096","attC_97_integron_01_NC_002506.1","NC_002506.1",367407,367535,"+","Complete Integron"
"3097","Cassette_83_integron_01_NC_002506.1","NC_002506.1",367536,368044,"+","Complete Integron"
"3098","attC_96_integron_01_NC_002506.1","NC_002506.1",368045,368172,"+","Complete Integron"
"3099","Cassette_84_integron_01_NC_002506.1","NC_002506.1",368173,368680,"+","Complete Integron"
"3100","attC_95_integron_01_NC_002506.1","NC_002506.1",368681,368807,"+","Complete Integron"
"3101","Cassette_85_integron_01_NC_002506.1","NC_002506.1",368808,369199,"+","Complete Integron"
"3102","attC_94_integron_01_NC_002506.1","NC_002506.1",369200,369328,"+","Complete Integron"
"3103","Cassette_86_integron_01_NC_002506.1","NC_002506.1",369329,370035,"+","Complete Integron"
"3104","N16961_15525","NC_002506.1",369426,369713,"+","Toxin HigB-1"
"3105","N16961_15530","NC_002506.1",369724,370041,"+","HigA family addiction module antitoxin"
"3106","attC_93_integron_01_NC_002506.1","NC_002506.1",370036,370161,"+","Complete Integron"
"3107","Cassette_87_integron_01_NC_002506.1","NC_002506.1",370162,370556,"+","Complete Integron"
"3108","attC_92_integron_01_NC_002506.1","NC_002506.1",370557,370685,"+","Complete Integron"
"3109","N16961_15535","NC_002506.1",370653,371468,"+","Uncharacterized isomerase VC_A0395"
"3110","Cassette_88_integron_01_NC_002506.1","NC_002506.1",370686,371462,"+","Complete Integron"
"3111","attC_91_integron_01_NC_002506.1","NC_002506.1",371463,371591,"+","Complete Integron"
"3112","Cassette_89_integron_01_NC_002506.1","NC_002506.1",371592,372497,"+","Complete Integron"
"3113","N16961_15540","NC_002506.1",371673,372503,"+","Abortive infection protein-like C-terminal domain-containing protein"
"3114","attC_90_integron_01_NC_002506.1","NC_002506.1",372498,372625,"+","Complete Integron"
"3115","Cassette_90_integron_01_NC_002506.1","NC_002506.1",372626,373036,"+","Complete Integron"
"3116","N16961_15545","NC_002506.1",372803,373042,"+","hypothetical protein"
"3117","attC_89_integron_01_NC_002506.1","NC_002506.1",373037,373165,"+","Complete Integron"
"3118","Cassette_91_integron_01_NC_002506.1","NC_002506.1",373166,373426,"+","Complete Integron"
"3119","N16961_15550","NC_002506.1",373212,373373,"+","hypothetical protein"
"3120","attC_88_integron_01_NC_002506.1","NC_002506.1",373427,373554,"+","Complete Integron"
"3121","Cassette_92_integron_01_NC_002506.1","NC_002506.1",373555,374368,"+","Complete Integron"
"3122","N16961_15555","NC_002506.1",373573,374364,"+","DUF6602 domain-containing protein"
"3123","attC_87_integron_01_NC_002506.1","NC_002506.1",374369,374497,"+","Complete Integron"
"3124","N16961_15560","NC_002506.1",374494,374949,"+","Ribosomal protein S18 acetylase RimI and related acetyltransferases"
"3125","Cassette_93_integron_01_NC_002506.1","NC_002506.1",374498,374943,"+","Complete Integron"
"3126","attC_86_integron_01_NC_002506.1","NC_002506.1",374944,375071,"+","Complete Integron"
"3127","Cassette_94_integron_01_NC_002506.1","NC_002506.1",375072,375551,"+","Complete Integron"
"3128","N16961_15565","NC_002506.1",375133,375546,"+","Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family"
"3129","attC_85_integron_01_NC_002506.1","NC_002506.1",375552,375678,"+","Complete Integron"
"3130","Cassette_95_integron_01_NC_002506.1","NC_002506.1",375679,376125,"+","Complete Integron"
"3131","N16961_15570","NC_002506.1",375697,376131,"+","Ribosomal protein S18 acetylase RimI and related acetyltransferases"
"3132","attC_84_integron_01_NC_002506.1","NC_002506.1",376126,376253,"+","Complete Integron"
"3133","Cassette_96_integron_01_NC_002506.1","NC_002506.1",376254,376607,"+","Complete Integron"
"3134","attC_83_integron_01_NC_002506.1","NC_002506.1",376608,376735,"+","Complete Integron"
"3135","Cassette_97_integron_01_NC_002506.1","NC_002506.1",376736,377141,"+","Complete Integron"
"3136","attC_82_integron_01_NC_002506.1","NC_002506.1",377142,377270,"+","Complete Integron"
"3137","Cassette_98_integron_01_NC_002506.1","NC_002506.1",377271,377940,"+","Complete Integron"
"3138","N16961_15575","NC_002506.1",377315,377935,"+","YrdB family protein"
"3139","attC_81_integron_01_NC_002506.1","NC_002506.1",377941,378069,"+","Complete Integron"
"3140","Cassette_99_integron_01_NC_002506.1","NC_002506.1",378070,378600,"+","Complete Integron"
"3141","N16961_15580","NC_002506.1",378083,378598,"+","Outer membrane lipoprotein Blc"
"3142","attC_80_integron_01_NC_002506.1","NC_002506.1",378601,378728,"+","Complete Integron"
"3143","Cassette_100_integron_01_NC_002506.1","NC_002506.1",378729,379136,"+","Complete Integron"
"3144","attC_79_integron_01_NC_002506.1","NC_002506.1",379137,379265,"+","Complete Integron"
"3145","N16961_15585","NC_002506.1",379262,379609,"+","DUF3784 domain-containing protein"
"3146","Cassette_101_integron_01_NC_002506.1","NC_002506.1",379266,379615,"+","Complete Integron"
"3147","attC_78_integron_01_NC_002506.1","NC_002506.1",379616,379744,"+","Complete Integron"
"3148","Cassette_102_integron_01_NC_002506.1","NC_002506.1",379745,380235,"+","Complete Integron"
"3149","N16961_15590","NC_002506.1",379771,380229,"+","DUF2513 domain-containing protein"
"3150","attC_77_integron_01_NC_002506.1","NC_002506.1",380236,380364,"+","Complete Integron"
"3151","Cassette_103_integron_01_NC_002506.1","NC_002506.1",380365,380745,"+","Complete Integron"
"3152","N16961_15595","NC_002506.1",380380,380742,"+","WG repeat-containing protein"
"3153","attC_76_integron_01_NC_002506.1","NC_002506.1",380746,380870,"+","Complete Integron"
"3154","Cassette_104_integron_01_NC_002506.1","NC_002506.1",380871,381277,"+","Complete Integron"
"3155","attC_75_integron_01_NC_002506.1","NC_002506.1",381278,381405,"+","Complete Integron"
"3156","Cassette_105_integron_01_NC_002506.1","NC_002506.1",381406,382067,"+","Complete Integron"
"3157","N16961_15600","NC_002506.1",381420,382073,"+","ABC transmembrane type-1 domain-containing protein"
"3158","attC_74_integron_01_NC_002506.1","NC_002506.1",382068,382195,"+","Complete Integron"
"3159","Cassette_106_integron_01_NC_002506.1","NC_002506.1",382196,382627,"+","Complete Integron"
"3160","N16961_15605","NC_002506.1",382228,382623,"+","Lipoprotein"
"3161","attC_73_integron_01_NC_002506.1","NC_002506.1",382628,382755,"+","Complete Integron"
"3162","Cassette_107_integron_01_NC_002506.1","NC_002506.1",382756,383139,"+","Complete Integron"
"3163","N16961_15610","NC_002506.1",382786,383145,"+","Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family"
"3164","attC_72_integron_01_NC_002506.1","NC_002506.1",383140,383268,"+","Complete Integron"
