Chromosome;Feature_name;Start;Stop;Strand;Type;Counts;CPM;Gene;Bakta Annotation
NC_002505.1;N16961_03215;664048;664203;+;cds;0;0;;MFS transporter
NC_002506.1;N16961_17010;664193;665140;-;cds;0;0;;Signal transduction histidine kinase regulating C4-dicarboxylate transport system
NC_002505.1;N16961_03220;664265;665563;-;cds;0;0;hemL;glutamate-1-semialdehyde 2,1-aminomutase
NC_002506.1;N16961_17015;665137;665682;-;cds;0;0;;4-vinyl reductase 4VR domain-containing protein
NC_002506.1;N16961_14065;66526;66774;-;cds;0;0;;Major outer membrane lipoprotein Lpp
NC_002505.1;N16961_03225;665847;666188;+;cds;0;0;erpA;iron-sulfur cluster insertion protein ErpA
NC_002506.1;N16961_17020;665927;666151;+;cds;0;0;;hypothetical protein
NC_002506.1;N16961_17025;666208;666498;+;cds;0;0;;Flagellar basal-body/hook protein C-terminal domain-containing protein
NC_002505.1;N16961_03230;666286;667386;+;cds;0;0;acrA;multidrug efflux RND transporter periplasmic adaptor subunit VexE
NC_002506.1;N16961_17030;666729;667838;+;cds;0;0;hMG1;Hydroxymethylglutaryl-CoA reductase
NC_002505.1;N16961_03235;667397;670516;+;cds;1;13.86809;acrB;multidrug efflux RND transporter permease subunit VexF
NC_002506.1;N16961_17035;667937;669037;-;cds;0;0;modC;molybdenum ABC transporter ATP-binding protein ModC
NC_002506.1;N16961_17040;669051;669746;-;cds;0;0;modB;molybdate ABC transporter permease subunit
NC_002506.1;N16961_17045;669750;670508;-;cds;2;27.73617;modA;molybdate ABC transporter substrate-binding protein
NC_002506.1;N16961_17050;670520;671974;-;cds;0;0;cobQ;cobyric acid synthase
NC_002505.1;N16961_03240;670598;671899;-;cds;1;13.86809;nlpD;Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain
NC_002505.1;N16961_03245;672030;673217;+;cds;0;0;tyrS;tyrosine--tRNA ligase
NC_002506.1;N16961_17055;672577;674748;-;cds;0;0;sbcC;DNA repair exonuclease SbcCD ATPase subunit
NC_002506.1;N16961_14070;67316;68662;+;cds;0;0;srmB;Superfamily II DNA and RNA helicase
NC_002505.1;N16961_03250;673285;674730;-;cds;0;0;dacB;serine-type D-Ala-D-Ala carboxypeptidase
NC_002506.1;N16961_17060;674741;675364;-;cds;0;0;;hypothetical protein
NC_002505.1;N16961_03255;674828;675853;-;cds;0;0;ompU;porin OmpU
NC_002506.1;N16961_17065;675367;677196;-;cds;0;0;;SIR2-like domain-containing protein
NC_002505.1;N16961_03260;676408;676881;+;cds;0;0;greA;transcription elongation factor GreA
NC_002505.1;N16961_03265;676958;677254;-;cds;0;0;yhbY;ribosome assembly RNA-binding protein YhbY
NC_002505.1;N16961_03270;677374;678003;+;cds;0;0;rlmE;23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE
NC_002506.1;N16961_17070;677895;678200;-;cds;0;0;;Secreted protein
NC_002505.1;N16961_03275;678104;680059;+;cds;0;0;ftsH;ATP-dependent zinc metalloprotease FtsH
NC_002506.1;N16961_17075;678403;678801;+;cds;0;0;ydeI;putative periplasmic protein YdeI with OB-fold, BOF family
NC_002506.1;N16961_17080;679053;679571;+;cds;0;0;;Outer membrane protein beta-barrel domain-containing protein
NC_002506.1;N16961_17085;679815;680480;+;cds;0;0;ycgR;Cyclic di-GMP-binding flagellar brake protein FlgZ/YcgR, contains PilZNR(YcgR) and PilZ domains
NC_002505.1;N16961_03280;680126;680962;+;cds;0;0;folP;dihydropteroate synthase
NC_002506.1;N16961_17090;680472;683045;-;cds;0;0;luxQ;quorum-sensing autoinducer 2 sensor kinase/phosphatase LuxQ
NC_002505.1;N16961_03285;680988;682328;+;cds;0;0;glmM;phosphoglucosamine mutase
NC_002505.1;N16961_03290;682387;682569;+;cds;0;0;;DUF645 domain-containing protein
NC_002505.1;N16961_00355;68250;69191;-;cds;0;0;lysR;DNA-binding transcriptional regulator, LysR family
NC_002505.1;N16961_03295;682585;682920;+;cds;0;0;secG;preprotein translocase subunit SecG
NC_002506.1;N16961_17095;683063;684157;-;cds;1;13.86809;luxP;Autoinducer 2-binding periplasmic protein LuxP
NC_002505.1;N16961_03310;683351;683806;+;cds;0;0;rimP;ribosome maturation factor RimP
NC_002505.1;N16961_03315;683825;685312;+;cds;0;0;nusA;Transcription antitermination factor NusA, contains S1 and KH domains
NC_002506.1;N16961_17100;684369;685529;-;cds;1;13.86809;traF;TraF protein
NC_002505.1;N16961_03320;685337;688033;+;cds;0;0;infB;translation initiation factor IF-2
NC_002506.1;N16961_17105;685631;685936;-;cds;0;0;yhbQ;UPF0213 protein VC0395_0675/VC395_A0575
NC_002506.1;N16961_17110;685953;686603;-;cds;0;0;;UPF0502 protein VC0395_0676/VC395_A0574
NC_002506.1;N16961_17115;686731;686841;-;cds;0;0;;(pseudo) hypothetical protein
NC_002506.1;N16961_17120;687029;687349;+;cds;0;0;yeeX;DUF496 domain-containing protein
NC_002506.1;N16961_17125;687349;687498;+;cds;0;0;;hypothetical protein
NC_002506.1;N16961_17130;687762;688013;+;cds;0;0;ygjV;YgjV family protein
NC_002506.1;N16961_17135;688094;689611;-;cds;0;0;glpK;glycerol kinase GlpK
NC_002505.1;N16961_03325;688135;688533;+;cds;0;0;rbfA;30S ribosome-binding factor RbfA
NC_002505.1;N16961_03330;688533;689471;+;cds;0;0;truB;tRNA pseudouridine(55) synthase TruB
NC_002506.1;N16961_14075;68875;70872;+;cds;0;0;ptrB;Protease II
NC_002505.1;N16961_03335;689613;689882;+;cds;0;0;rpsO;30S ribosomal protein S15
NC_002506.1;N16961_17140;689741;690304;-;cds;0;0;;Aquaglyceroporin
NC_002505.1;N16961_03340;690245;692374;+;cds;0;0;pnp;polyribonucleotide nucleotidyltransferase
NC_002506.1;N16961_17145;690273;690596;-;cds;0;0;pduF;Propanediol diffusion facilitator PduF
NC_002506.1;N16961_17150;690764;690898;-;cds;0;0;;hypothetical protein
NC_002506.1;N16961_17155;690934;691092;-;cds;0;0;;hypothetical protein
NC_002506.1;N16961_17160;691251;692894;+;cds;0;0;glpA;anaerobic glycerol-3-phosphate dehydrogenase subunit A
NC_002505.1;N16961_03345;692490;693401;+;cds;0;0;nlpI;lipoprotein NlpI
NC_002506.1;N16961_17165;692891;694201;+;cds;0;0;glpB;glycerol-3-phosphate dehydrogenase subunit GlpB
NC_002505.1;N16961_00360;69296;70498;+;cds;0;0;araJ;putative arabinose efflux permease AraJ, MFS family
NC_002505.1;N16961_03350;693500;693907;+;cds;0;0;marR;DNA-binding transcriptional regulator, MarR family
NC_002505.1;N16961_03355;693954;695291;+;cds;0;0;vcrM;sodium-coupled multidrug efflux MATE transporter VcrM
NC_002506.1;N16961_17170;694198;695439;+;cds;0;0;glpC;anaerobic glycerol-3-phosphate dehydrogenase subunit GlpC
NC_002505.1;N16961_03360;695344;696222;-;cds;0;0;rlhA;U32 family peptidase
NC_002506.1;N16961_17175;695581;696669;-;cds;0;0;fabH2;Beta-ketoacyl-[acyl-carrier-protein] synthase III 2
NC_002505.1;N16961_03365;696234;697247;-;cds;0;0;rlhA;23S rRNA C2501 and tRNA U34 5'-hydroxylation protein RlhA/YrrN/YrrO, U32 peptidase family
NC_002506.1;N16961_17180;696838;697272;+;cds;0;0;trxC;thioredoxin TrxC
NC_002505.1;N16961_03370;697355;699409;-;cds;0;0;;Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain
NC_002506.1;N16961_17185;697461;698615;+;cds;0;0;araJ;putative arabinose efflux permease AraJ, MFS family
NC_002506.1;N16961_17190;698742;699530;+;cds;0;0;lip2;putative lipase
NC_002505.1;N16961_03375;699642;700169;+;cds;0;0;ubiT;Ubiquinone biosynthesis accessory factor UbiT, lipid carrier SCP2 domain
NC_002506.1;N16961_17205;699965;700465;-;cds;0;0;;Glyoxalase family protein
NC_002505.1;N16961_03380;700153;700656;+;cds;0;0;yhbS;putative N-acetyltransferase YhbS
NC_002506.1;N16961_17210;700640;701545;+;cds;0;0;lysR;DNA-binding transcriptional regulator, LysR family
NC_002505.1;N16961_03385;700767;701174;+;cds;0;0;holD;DNA polymerase III subunit psi
NC_002505.1;N16961_03390;701171;701620;+;cds;0;0;rimI;ribosomal protein S18-alanine N-acetyltransferase
NC_002506.1;N16961_17215;701598;702266;-;cds;0;0;artM;arginine ABC transporter permease ArtM
NC_002505.1;N16961_03395;701609;703666;-;cds;0;0;;Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain
NC_002506.1;N16961_17220;702263;702952;-;cds;0;0;artQ;arginine ABC transporter permease ArtQ
NC_002506.1;N16961_17225;702954;703685;-;cds;0;0;hisJ;ABC-type amino acid transport/signal transduction system, periplasmic component/domain
NC_002506.1;N16961_17230;703759;704502;-;cds;0;0;artP;arginine ABC transporter ATP-binding protein ArtP
NC_002505.1;N16961_03400;703876;705465;+;cds;0;0;prfC;peptide chain release factor 3
NC_002506.1;N16961_17240;705080;706525;-;cds;0;0;viaA;ATPase RavA stimulator ViaA
NC_002505.1;N16961_03405;705587;706858;-;cds;0;0;srmB;ATP-dependent RNA helicase SrmB
NC_002505.1;N16961_00365;70602;70886;+;cds;0;0;;Transcriptional regulator
NC_002506.1;N16961_17245;706534;708192;-;cds;0;0;moxR;MoxR-like ATPase
NC_002505.1;N16961_03410;706946;707596;-;cds;0;0;trmN6;tRNA1(Val) (adenine(37)-N6)-methyltransferase
NC_002505.1;N16961_03415;707977;709290;+;cds;0;0;brnQ;branched-chain amino acid transport system II carrier protein
NC_002506.1;N16961_17250;708544;709059;+;cds;0;0;mutT;8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family
NC_002506.1;N16961_14080;70872;73013;+;cds;0;0;cirA;Outer membrane receptor protein, Fe transport
NC_002506.1;N16961_17255;709068;710075;+;cds;0;0;ltaE;low-specificity L-threonine aldolase
NC_002505.1;N16961_03425;709659;710558;+;cds;0;0;prfB;peptide chain release factor 2
NC_002505.1;N16961_00370;70975;71436;-;cds;0;0;asnC;transcriptional regulator AsnC
NC_002506.1;N16961_17260;710204;710512;+;cds;0;0;;Cytochrome c554
NC_002505.1;N16961_03430;710589;712121;+;cds;0;0;lysS;lysine--tRNA ligase
NC_002506.1;N16961_17265;710616;711350;+;cds;0;0;acrR;DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA
NC_002506.1;N16961_17270;711450;712718;-;cds;0;0;srmB;Superfamily II DNA and RNA helicase
NC_002505.1;N16961_03435;712395;713729;+;cds;0;0;vpsR;cyclic-di-GMP-binding transcriptional regulator VpsR
NC_002506.1;N16961_17275;712755;713336;-;cds;0;0;acpH;Acyl carrier protein phosphodiesterase
NC_002506.1;N16961_17280;713373;713492;-;cds;0;0;;hypothetical protein
NC_002506.1;N16961_17285;713856;715058;+;cds;0;0;sdaC;Amino acid permease
NC_002505.1;N16961_03440;714307;714558;+;cds;0;0;;DUF1127 domain-containing protein
NC_002505.1;N16961_03445;714596;715630;-;cds;0;0;pdxI;NADP(H)-dependent aldo-keto reductase
NC_002505.1;N16961_00375;71524;73818;+;cds;0;0;pAS;PAS domain
NC_002506.1;N16961_17290;715286;716707;+;cds;0;0;tar;Methyl-accepting chemotaxis protein (MCP)
NC_002505.1;N16961_03450;715847;716512;-;cds;0;0;mutH;DNA mismatch repair endonuclease MutH
NC_002506.1;N16961_17295;716793;717809;-;cds;2;27.73617;galE;UDP-glucose 4-epimerase GalE
NC_002505.1;N16961_03455;717143;717661;+;cds;0;0;rppH;RNA pyrophosphohydrolase
NC_002505.1;N16961_03460;717664;719910;+;cds;0;0;ptsP;phosphoenolpyruvate--protein phosphotransferase
NC_002506.1;N16961_17300;718129;718869;+;cds;0;0;pxpA;5-oxoprolinase subunit A
NC_002506.1;N16961_17305;718873;719583;+;cds;0;0;pxpB;5-oxoprolinase subunit B/Allophanate hydrolase subunit 1
NC_002506.1;N16961_17310;719693;720622;+;cds;0;0;;Carboxyltransferase domain-containing protein
NC_002505.1;N16961_03465;719920;720714;+;cds;0;0;tauE;Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family
NC_002506.1;N16961_17315;720674;722107;-;cds;0;0;;FAD dependent oxidoreductase domain-containing protein
NC_002505.1;N16961_03470;720743;721558;+;cds;0;0;lgt;prolipoprotein diacylglyceryl transferase
NC_002505.1;N16961_03475;721568;722419;+;cds;0;0;thyA;thymidylate synthase
NC_002506.1;N16961_17320;722216;723382;-;cds;0;0;ugd;UDP-glucose 6-dehydrogenase
NC_002505.1;N16961_03480;722512;723660;-;cds;0;0;nptA;Na+/phosphate symporter
NC_002506.1;N16961_17325;723771;726218;-;cds;0;0;ybbP;putative ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component
NC_002505.1;N16961_03485;724055;724945;+;cds;0;0;nhaR;transcriptional activator NhaR
NC_002505.1;N16961_03490;725168;725470;+;cds;0;0;hlyU;Transcriptional activator HlyU
NC_002505.1;N16961_03495;725539;725799;-;cds;0;0;rpsT;30S ribosomal protein S20
NC_002505.1;N16961_03500;726057;727619;+;cds;0;0;murJ;murein biosynthesis integral membrane protein MurJ
NC_002506.1;N16961_17330;726215;726892;-;cds;0;0;ybbA;putative ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component
NC_002506.1;N16961_17335;726993;727490;+;cds;0;0;tesA;multifunctional acyl-CoA thioesterase I/protease I/lysophospholipase L1
NC_002506.1;N16961_17340;727580;728788;+;cds;0;0;fabV;enoyl-ACP reductase FabV
NC_002505.1;N16961_03505;727688;728656;+;cds;0;0;ribF;bifunctional riboflavin kinase/FAD synthetase
NC_002505.1;N16961_03510;728687;731536;+;cds;0;0;ileS;isoleucine--tRNA ligase
NC_002506.1;N16961_17345;728957;730840;+;cds;0;0;gAF;GAF domain
NC_002506.1;N16961_14085;73023;75329;+;cds;0;0;;Regulatory P domain of the subtilisin-like proprotein convertases and other proteases
NC_002506.1;N16961_17350;730966;732615;+;cds;0;0;;putative ATPase of the ABC class
NC_002505.1;N16961_03515;731552;732067;+;cds;0;0;lspA;signal peptidase II
NC_002505.1;N16961_03520;732230;732664;+;cds;0;0;fkpB;FKBP-type peptidyl-prolyl cis-trans isomerase
NC_002505.1;N16961_03525;732711;733661;+;cds;0;0;ispH;4-hydroxy-3-methylbut-2-enyl diphosphate reductase
NC_002506.1;N16961_17355;732773;733402;-;cds;0;0;dnaJ;DnaJ-class molecular chaperone with C-terminal Zn finger domain
NC_002506.1;N16961_17360;733638;734225;+;cds;0;0;yjdF;Uncharacterized membrane protein YjdF
NC_002505.1;N16961_03530;733798;735282;-;cds;0;0;cstA;Carbon starvation protein CstA (peptide/pyruvate transporter)
NC_002506.1;N16961_17365;734714;735778;+;cds;0;0;xerD;(pseudo) Site-specific recombinase XerD
NC_002505.1;N16961_03535;735553;735876;+;cds;0;0;;Lipoprotein
NC_002506.1;N16961_17370;735771;736397;-;cds;0;0;tnp;IS3 family transposase
NC_002505.1;N16961_03540;735895;737691;+;cds;0;0;nhaP;NhaP-type Na+/H+ or K+/H+ antiporter
NC_002506.1;N16961_17375;736640;736948;-;cds;0;0;tnp;IS3 family ISVch4 transposase ORF A
NC_002506.1;N16961_17380;737061;737543;+;cds;0;0;;Rha family transcriptional regulator
NC_002506.1;N16961_17385;737544;737837;+;cds;0;0;;hypothetical protein
NC_002505.1;N16961_03545;737715;738638;-;cds;0;0;murQ;N-acetylmuramic acid 6-phosphate etherase
NC_002506.1;N16961_17390;738160;739008;+;cds;0;0;spoIVCA;Site-specific DNA recombinase SpoIVCA/DNA invertase PinE
NC_002505.1;N16961_03550;738656;739768;-;cds;0;0;anmK;anhydro-N-acetylmuramic acid kinase
NC_002505.1;N16961_00380;73878;74663;+;cds;0;0;rsmJ;Ribosomal RNA small subunit methyltransferase J
NC_002506.1;N16961_17395;739246;739467;+;cds;0;0;;Transcription initiation factor TFIIIB
NC_002506.1;N16961_17400;739663;740343;-;cds;0;0;ycjU;Beta-phosphoglucomutase, HAD superfamily
NC_002505.1;N16961_03555;739874;740866;+;cds;0;0;nagZ;beta-N-acetylhexosaminidase
NC_002506.1;N16961_17405;740482;740988;-;cds;0;0;;Flavodoxin
NC_002505.1;N16961_03560;740893;741606;-;cds;0;0;btsR;two-component system response regulator BtsR
NC_002505.1;N16961_00045;7412;8815;+;cds;0;0;dnaA;chromosomal replication initiator protein DnaA
NC_002506.1;N16961_17410;741310;741792;+;cds;0;0;creA;Periplasmic catabolite regulation protein CreA (function unknown)
NC_002505.1;N16961_03565;741616;743292;-;cds;0;0;lytS;Sensor histidine kinase, LytS/YehU family
NC_002506.1;N16961_17415;741911;743215;+;cds;0;0;rbsK;Sugar or nucleoside kinase, ribokinase family
NC_002506.1;N16961_17420;743300;745264;-;cds;0;0;mdoB;Phosphoglycerol transferase MdoB/OpgB, AlkP superfamily
NC_002505.1;N16961_03570;743534;744607;+;cds;0;0;aroG1;3-deoxy-7-phosphoheptulonate synthase
NC_002505.1;N16961_03575;744620;745747;+;cds;0;0;tyrA;bifunctional chorismate mutase/prephenate dehydrogenase
NC_002506.1;N16961_17425;745355;746347;-;cds;0;0;vesA;GlyGly-anchored extracellular serine protease VesA
NC_002505.1;N16961_03580;745814;746185;-;cds;0;0;;Cyclic diguanosine monophosphate-binding protein
NC_002505.1;N16961_03585;746356;748023;-;cds;0;0;ettA;energy-dependent translational throttle protein EttA
NC_002506.1;N16961_17430;746491;748422;-;cds;0;0;srmB;Superfamily II DNA and RNA helicase
NC_002505.1;N16961_00385;74787;75170;+;cds;0;0;;hypothetical protein
NC_002505.1;N16961_03590;748385;750331;+;cds;0;0;sltY;murein transglycosylase
NC_002506.1;N16961_17435;748796;750832;+;cds;0;0;rnb;exoribonuclease II
NC_002505.1;N16961_03595;750386;750697;+;cds;0;0;trpR;trp operon repressor
NC_002505.1;N16961_03600;750775;751299;-;cds;0;0;yjjX;inosine/xanthosine triphosphatase
NC_002506.1;N16961_17440;750927;751280;-;cds;0;0;;DUF3024 domain-containing protein
NC_002505.1;N16961_03605;751247;753622;-;cds;1;13.86809;mbaA;Biofilm architecture maintenance protein MbaA
NC_002506.1;N16961_17445;751488;752324;+;cds;0;0;pstS;ABC-type phosphate transport system, periplasmic component
NC_002506.1;N16961_17450;752470;753141;-;cds;0;0;maoC;Acyl-CoA dehydratase PaaZ
NC_002505.1;N16961_00390;75266;76153;-;cds;0;0;rhaT;carboxylate/amino acid/amine transporter
NC_002506.1;N16961_14090;75326;76768;+;cds;0;0;;DUF1566 domain-containing protein
NC_002506.1;N16961_17455;753436;754986;-;cds;0;0;;Uncharacterized conserved protein related to deoxyribodipyrimidine photolyase
NC_002505.1;N16961_03610;753606;754685;-;cds;0;0;nspS;Norspermidine sensor
NC_002505.1;N16961_03615;754828;756003;-;cds;0;0;pheA;prephenate dehydratase
NC_002506.1;N16961_17460;755480;756937;+;cds;0;0;gbpA;N-acetylglucosamine-binding protein GbpA
NC_002505.1;N16961_03620;756243;756569;-;cds;0;0;raiA;Ribosome-associated translation inhibitor RaiA
NC_002505.1;N16961_03625;756971;757696;-;cds;0;0;bamD;Outer membrane protein assembly factor BamD
NC_002506.1;N16961_17465;757268;758695;+;cds;0;0;eMpr;V8-like Glu-specific endopeptidase
NC_002505.1;N16961_03630;757851;758825;+;cds;0;0;rluD;23S rRNA pseudouridine(1911/1915/1917) synthase RluD
NC_002506.1;N16961_17470;758730;760235;+;cds;0;0;iap;Zn-dependent amino- or carboxypeptidase, M28 family
NC_002505.1;N16961_03635;758828;759550;+;cds;0;0;pgeF;peptidoglycan editing factor PgeF
NC_002505.1;N16961_03640;759675;762248;+;cds;0;0;clpB;ATP-dependent chaperone ClpB
NC_002506.1;N16961_17475;760423;761352;-;cds;0;0;speB;agmatinase
NC_002506.1;N16961_17480;761353;763317;-;cds;0;0;speA;arginine decarboxylase
NC_002505.1;N16961_00395;76210;76635;-;cds;0;0;uspA;Nucleotide-binding universal stress protein, UspA family
NC_002506.1;N16961_17485;763710;764270;+;cds;0;0;mscS;Small-conductance mechanosensitive channel
NC_002506.1;N16961_17490;764273;765637;+;cds;0;0;mgtE;Mg/Co/Ni transporter MgtE (contains CBS domain)
NC_002506.1;N16961_17495;765822;766112;+;cds;0;0;groES2;Co-chaperonin GroES 2
NC_002506.1;N16961_17500;766141;767733;+;cds;0;0;groL;chaperonin GroEL
NC_002506.1;N16961_14095;76765;77325;+;cds;0;0;hutR;HutR like protein
NC_002506.1;N16961_17505;767766;767972;+;cds;0;0;;hypothetical protein
NC_002505.1;N16961_00400;76800;77327;+;cds;0;0;ftnA;non-heme ferritin
NC_002506.1;N16961_17510;768053;769474;-;cds;0;0;metL1;aspartate kinase
NC_002505.1;N16961_03670;768218;768541;+;cds;0;0;;DUF1904 domain-containing protein
NC_002505.1;N16961_03675;768551;769273;+;cds;0;0;nfsA;oxygen-insensitive NADPH nitroreductase
NC_002505.1;N16961_03680;769308;769562;-;cds;0;0;yfhL;YfhL family 4Fe-4S dicluster ferredoxin
NC_002506.1;N16961_17515;769474;769890;-;cds;0;0;ectC;L-ectoine synthase
NC_002505.1;N16961_03685;769565;770965;-;cds;0;0;yegQ;tRNA 5-hydroxyuridine modification protein YegQ
NC_002506.1;N16961_17520;769955;771190;-;cds;0;0;ectB;diaminobutyrate--2-oxoglutarate transaminase
NC_002505.1;N16961_03690;771116;772030;-;cds;0;0;rdgC;recombination-associated protein RdgC
NC_002506.1;N16961_17525;771214;771735;-;cds;0;0;ectA;diaminobutyrate acetyltransferase
NC_002505.1;N16961_03695;772267;772956;+;cds;0;0;phoB;phosphate regulon transcriptional regulator PhoB
NC_002506.1;N16961_17535;772435;772764;-;cds;0;0;phhB;4a-hydroxytetrahydrobiopterin dehydratase
NC_002506.1;N16961_17540;772754;773548;-;cds;0;0;phhA;phenylalanine 4-monooxygenase
NC_002505.1;N16961_03700;772978;774279;+;cds;0;0;phoR;phosphate regulon sensor histidine kinase PhoR
NC_002506.1;N16961_17545;773782;775731;+;cds;0;0;acs;acetoacetate--CoA ligase
NC_002505.1;N16961_00405;77403;77726;+;cds;0;0;uspB;universal stress protein UspB
NC_002505.1;N16961_03705;774285;775253;+;cds;0;0;pstS;ABC-type phosphate transport system, periplasmic component
NC_002506.1;N16961_14100;77459;79102;-;cds;0;0;tar;Methyl-accepting chemotaxis protein (MCP)
NC_002505.1;N16961_03710;775321;776823;-;cds;0;0;ppx;exopolyphosphatase
NC_002506.1;N16961_17550;775891;776808;+;cds;0;0;lysR;DNA-binding transcriptional regulator, LysR family
NC_002505.1;N16961_03715;776804;778909;-;cds;0;0;ppk1;polyphosphate kinase 1
NC_002506.1;N16961_17555;776816;777004;+;cds;0;0;;hypothetical protein
NC_002506.1;N16961_17560;777308;777886;-;cds;0;0;;Methyltransferase
NC_002506.1;N16961_17565;778082;778960;+;cds;0;0;lysR;DNA-binding transcriptional regulator, LysR family
NC_002505.1;N16961_00410;77868;79055;+;cds;0;0;yhiN;putative flavoprotein YhiN
NC_002505.1;N16961_03720;779108;781303;+;cds;0;0;;ABC-type uncharacterized transport system, permease component
NC_002506.1;N16961_17570;779154;780050;+;cds;0;0;;putative Co/Zn/Cd cation transporter, cation efflux family
NC_002506.1;N16961_17575;780082;781029;-;cds;0;0;yddG;aromatic amino acid DMT transporter YddG
NC_002506.1;N16961_17580;781106;781678;-;cds;0;0;wbbJ;Acetyltransferase, isoleucine patch superfamily
NC_002505.1;N16961_03725;781313;782959;+;cds;0;0;pstA;phosphate ABC transporter permease PstA
NC_002506.1;N16961_17585;781822;783135;-;cds;0;0;tlyC;Hemolysin-related protein, contains CBS domains, UPF0053 family
NC_002505.1;N16961_03730;782962;783783;+;cds;0;0;pstB;phosphate ABC transporter ATP-binding protein PstB
NC_002506.1;N16961_17590;783290;783694;-;cds;0;0;yhfA;OsmC family protein
NC_002505.1;N16961_03735;783817;784527;+;cds;0;0;phoU;phosphate signaling complex protein PhoU
NC_002506.1;N16961_17595;784587;785072;+;cds;0;0;comEB;Deoxycytidylate deaminase
NC_002505.1;N16961_03740;784588;785364;-;cds;0;0;ppk2;polyphosphate kinase 2
NC_002505.1;N16961_03745;785567;786331;-;cds;0;0;cutC;PF03932 family protein CutC
NC_002506.1;N16961_17600;785773;787257;+;cds;0;0;gap;glyceraldehyde-3-phosphate dehydrogenase
NC_002505.1;N16961_03750;786666;787271;-;cds;0;0;ahpC;Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin)
NC_002505.1;N16961_03755;787493;788398;+;cds;0;0;lysR;DNA-binding transcriptional regulator, LysR family
NC_002506.1;N16961_17605;787558;787782;+;cds;0;0;;ABC transmembrane type-1 domain-containing protein
NC_002506.1;N16961_17610;787831;788445;-;cds;0;0;rhtB;Threonine/homoserine/homoserine lactone efflux protein
NC_002506.1;N16961_17615;788553;789875;+;cds;0;0;yjeH;L-methionine/branched-chain amino acid transporter
NC_002505.1;N16961_03760;788982;790619;+;cds;0;0;aceB;malate synthase A
NC_002506.1;N16961_17620;789918;790898;-;cds;0;0;gGDEF;GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants
NC_002505.1;N16961_00415;79052;79963;-;cds;0;0;rhaT;Permease of the drug/metabolite transporter (DMT) superfamily
NC_002505.1;N16961_03765;790749;792062;+;cds;0;0;aceA;isocitrate lyase
NC_002506.1;N16961_17625;791029;800820;-;cds;0;0;;Ca2+-binding protein, RTX toxin-related
NC_002505.1;N16961_03770;792215;792664;-;cds;0;0;;CBS-domain-containing membrane protein
NC_002505.1;N16961_03775;792954;794012;+;cds;0;0;queA;tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA
NC_002505.1;N16961_03780;794241;795380;+;cds;0;0;tgt;tRNA guanosine(34) transglycosylase Tgt
NC_002506.1;N16961_14105;79473;80294;+;cds;0;0;pstS;ABC-type phosphate transport system, periplasmic component
NC_002505.1;N16961_03785;795485;795817;+;cds;0;0;yajC;preprotein translocase subunit YajC
NC_002505.1;N16961_03790;795839;797692;+;cds;0;0;secD;Preprotein translocase subunit SecD
NC_002505.1;N16961_03795;797707;798654;+;cds;0;0;secF;Preprotein translocase subunit SecF
NC_002505.1;N16961_03800;798822;799625;-;cds;0;0;suhB;inositol-1-monophosphatase
NC_002505.1;N16961_03805;799804;800538;+;cds;0;0;trmJ;tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ
NC_002505.1;N16961_03810;800608;801174;+;cds;0;0;iscR;Fe-S cluster assembly transcriptional regulator IscR
NC_002505.1;N16961_00420;80086;81618;+;cds;0;0;rmuC;DNA recombination RmuC-like protein
NC_002506.1;N16961_17630;801121;801906;-;cds;0;0;lytT;Uncharacterized response regulatory protein VC_A0850
NC_002505.1;N16961_03815;801201;802415;+;cds;0;0;iscS;IscS subfamily cysteine desulfurase
NC_002506.1;N16961_17635;802066;803145;-;cds;0;0;yesM;Sensor histidine kinase YesM
NC_002505.1;N16961_03820;802452;802835;+;cds;0;0;iscU;Fe-S cluster assembly scaffold protein IscU, NifU family
NC_002505.1;N16961_03825;802896;803219;+;cds;0;0;iscA;iron-sulfur cluster assembly protein IscA
NC_002506.1;N16961_17640;803146;804390;-;cds;0;0;;Lipoprotein
NC_002505.1;N16961_03830;803268;803783;+;cds;0;0;hscB;co-chaperone HscB
NC_002506.1;N16961_14110;80372;81292;+;cds;0;0;pstC;phosphate ABC transporter permease subunit PstC
NC_002505.1;N16961_03835;803807;805657;+;cds;0;0;hscA;Fe-S protein assembly chaperone HscA
NC_002506.1;N16961_17645;804395;805138;-;cds;0;0;;Outer membrane lipoprotein-sorting protein
NC_002506.1;N16961_17650;805131;806390;-;cds;0;0;lolC;ABC-type transport system involved in lipoprotein release, permease component LolC
