# Annotated with Bakta
# Software: v1.9.2
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	2890041	2892362	+	N16961_13430	tex	Transcriptional accessory protein Tex/SPT6	COG:COG2183, COG:K, RefSeq:WP_000030087.1, SO:0001217, UniParc:UPI00000C3397, UniRef:UniRef100_A0A0H3Q498, UniRef:UniRef50_H5TAQ5, UniRef:UniRef90_D7HFZ7
contig_1	cds	2892454	2892924	-	N16961_13435		ATP-dependent Lon protease	RefSeq:WP_000961392.1, SO:0001217, UniParc:UPI00005F317B, UniRef:UniRef100_A0A0H6ZCA8, UniRef:UniRef50_B7VHH3, UniRef:UniRef90_A0A0Q0TKT3
contig_1	cds	2893086	2893874	-	N16961_13440	bioH	pimeloyl-ACP methyl ester esterase BioH	COG:COG0596, COG:HR, EC:3.1.1.85, GO:0003824, GO:0005737, GO:0009102, GO:0052689, SO:0001217, UniParc:UPI00019F6E64, UniRef:UniRef100_A0A2V4P1U5, UniRef:UniRef50_Q9KNL4, UniRef:UniRef90_Q9KNL4
contig_1	cds	2894155	2894643	+	N16961_13445	comFC	DNA utilization protein ComFC/GntX, contains phosphoribosyltransferase domain	COG:COG1040, COG:R, RefSeq:WP_000337796.1, SO:0001217, UniParc:UPI0001B1A5CB, UniRef:UniRef100_A0A0H5ZUU3, UniRef:UniRef50_U2ZZ10, UniRef:UniRef90_D0IEC1
contig_1	cds	2894731	2895318	+	N16961_13450	nfuA	NfuA family Fe-S biogenesis protein	BlastRules:WP_005410314, BlastRules:WP_009874494, BlastRules:WP_011091592, BlastRules:WP_011126831, BlastRules:WP_011283110, BlastRules:WP_011672727, BlastRules:WP_011737804, BlastRules:WP_041943809, COG:COG0694, COG:O, GO:0005506, GO:0016226, GO:0051539, GO:0051604, RefSeq:WP_000070178.1, SO:0001217, UniParc:UPI00000C339B, UniRef:UniRef100_Q9KNL2, UniRef:UniRef50_Q8DDU2, UniRef:UniRef90_Q9KNL2
contig_1	cds	2895457	2896005	+	N16961_13455	nudE	ADP compounds hydrolase NudE	COG:COG1051, COG:F, EC:3.6.1.-, GO:0016787, KEGG:K08312, RefSeq:WP_000095812.1, SO:0001217, UniParc:UPI00005F317E, UniRef:UniRef100_A0A655Q6J1, UniRef:UniRef50_A0A655Q6J1, UniRef:UniRef90_A0A655Q6J1
contig_1	cds	2896028	2896855	+	N16961_13460	cysQ	3'(2'),5'-bisphosphate nucleotidase CysQ	COG:COG1218, COG:P, EC:3.1.3.7, GO:0006790, GO:0008441, RefSeq:WP_000106799.1, SO:0001217, UniParc:UPI00005F317F, UniRef:UniRef100_Q9KNL0, UniRef:UniRef50_A0A1S2CI15, UniRef:UniRef90_Q9KNL0
contig_1	cds	2896907	2897665	-	N16961_13465	epsN	type II secretion system protein N	GO:0005886, GO:0015627, GO:0015628, RefSeq:WP_000817146.1, SO:0001217, UniParc:UPI000012BC79, UniRef:UniRef100_P45784, UniRef:UniRef50_P45784, UniRef:UniRef90_P45784, VFDB:VFC0086, VFDB:VFG007043
contig_1	cds	2897667	2898164	-	N16961_13470	epsM	type II secretion system protein M	COG:COG3149, COG:U, GO:0005886, GO:0015627, GO:0015628, RefSeq:WP_000661339.1, SO:0001217, UniParc:UPI000012BC73, UniRef:UniRef100_P41851, UniRef:UniRef50_P41851, UniRef:UniRef90_P41851, VFDB:VFC0086, VFDB:VFG007049
contig_1	cds	2898174	2899385	-	N16961_13475	epsL	type II secretion system protein GspL	COG:COG3297, COG:U, GO:0005886, GO:0009276, GO:0015627, GO:0015628, KEGG:K02461, RefSeq:WP_001288747.1, SO:0001217, UniParc:UPI00005F3180, UniRef:UniRef100_A0A655TCZ3, UniRef:UniRef50_P45782, UniRef:UniRef90_P45782, VFDB:VFC0086, VFDB:VFG007055
contig_1	cds	2899354	2900364	-	N16961_13480	epsK	type II secretion system minor pseudopilin GspK	COG:COG3156, COG:U, GO:0005886, GO:0009306, GO:0016020, RefSeq:WP_001201881.1, SO:0001217, UniParc:UPI000012BC63, UniRef:UniRef100_P45781, UniRef:UniRef50_P45781, UniRef:UniRef90_P45781, VFDB:VFC0086, VFDB:VFG007061
contig_1	cds	2900354	2900983	-	N16961_13485	epsJ	type II secretion system minor pseudopilin GspJ	COG:COG4795, COG:U, GO:0015627, GO:0015628, SO:0001217, UniRef:UniRef50_P45776, UniRef:UniRef90_A0A8B5VCS1, VFDB:VFC0086, VFDB:VFG007067
contig_1	cds	2901006	2901359	-	N16961_13490	epsI	type II secretion system minor pseudopilin GspI	COG:COG2165, COG:NUW, GO:0005886, GO:0015627, GO:0015628, RefSeq:WP_000837699.1, SO:0001217, UniParc:UPI000012BC53, UniRef:UniRef100_P45775, UniRef:UniRef50_P45775, UniRef:UniRef90_P45775, VFDB:VFC0086, VFDB:VFG007073
contig_1	cds	2901349	2901933	-	N16961_13495	epsH	type II secretion system minor pseudopilin GspH	GO:0005886, GO:0015627, GO:0015628, RefSeq:WP_000127537.1, SO:0001217, UniParc:UPI000012BC4B, UniRef:UniRef100_P45774, UniRef:UniRef50_P45774, UniRef:UniRef90_P45774, VFDB:VFC0086, VFDB:VFG007079
contig_1	cds	2901967	2902407	-	N16961_13500	epsG	type II secretion system major pseudopilin GspG	COG:COG2165, COG:NUW, GO:0005886, GO:0015627, GO:0015628, KEGG:K02456, RefSeq:WP_000738789.1, SO:0001217, UniParc:UPI000012BC43, UniRef:UniRef100_P45773, UniRef:UniRef50_P45773, UniRef:UniRef90_P45773, VFDB:VFC0086, VFDB:VFG007085
contig_1	cds	2902448	2903668	-	N16961_13505	epsF	type II secretion system inner membrane protein GspF	COG:COG1459, COG:NUW, GO:0005886, GO:0015627, GO:0015628, GO:0046872, RefSeq:WP_000718700.1, SO:0001217, UniParc:UPI000012BC3B, UniRef:UniRef100_P45780, UniRef:UniRef50_P45780, UniRef:UniRef90_P45780, VFDB:VFC0086, VFDB:VFG007091
contig_1	cds	2903668	2905179	-	N16961_13510	epsE	type II secretion system ATPase GspE	COG:COG2804, COG:NUW, EC:7.4.2.8, GO:0005524, GO:0005886, GO:0008564, GO:0015627, GO:0015628, GO:0016887, GO:0046872, RefSeq:WP_000138174.1, SO:0001217, UniParc:UPI000012BC33, UniRef:UniRef100_P37093, UniRef:UniRef50_P37093, UniRef:UniRef90_P37093, VFDB:VFC0086, VFDB:VFG007097
contig_1	cds	2905176	2907014	-	N16961_13515	epsD	type II secretion system secretin GspD	GO:0009279, GO:0009306, GO:0015627, GO:0015628, GO:0042802, SO:0001217, UniRef:UniRef50_P45779, UniRef:UniRef90_P45779, VFDB:VFC0086, VFDB:VFG007103
contig_1	cds	2906993	2907199	-	N16961_13520		hypothetical protein	
contig_1	cds	2907245	2908162	-	N16961_13525	epsC	type II secretion system protein GspC	COG:COG3031, COG:U, GO:0005886, GO:0015627, GO:0015628, RefSeq:WP_000394676.1, SO:0001217, UniParc:UPI000012BC23, UniRef:UniRef100_P45777, UniRef:UniRef50_P45777, UniRef:UniRef90_P45777, VFDB:VFC0086, VFDB:VFG007109
contig_1	cds	2908392	2908769	+	N16961_13530	hslR	ribosome-associated heat shock protein Hsp15	COG:COG1188, COG:J, KEGG:K04762, RefSeq:WP_000098849.1, SO:0001217, UniParc:UPI00005F3181, UniRef:UniRef100_A0A0H3Q7U2, UniRef:UniRef50_E0SJS7, UniRef:UniRef90_A0A085PK00
contig_1	cds	2908788	2909678	+	N16961_13535	hslO	Hsp33 family molecular chaperone HslO	COG:COG1281, COG:O, GO:0005737, GO:0006457, GO:0042026, GO:0044183, GO:0051082, SO:0001217, UniParc:UPI000012CD0E, UniRef:UniRef100_Q9KNK2, UniRef:UniRef50_Q9KNK2, UniRef:UniRef90_Q9KNK2
contig_1	cds	2910015	2911643	+	N16961_13540	pckA	phosphoenolpyruvate carboxykinase (ATP)	COG:C, COG:COG1866, EC:4.1.1.49, GO:0004612, GO:0005524, GO:0005737, GO:0006094, GO:0046872, KEGG:K01610, RefSeq:WP_000217613.1, SO:0001217, UniParc:UPI0000164BAB, UniRef:UniRef100_A5F4Q4, UniRef:UniRef50_Q5E1X3, UniRef:UniRef90_Q87TE1
contig_1	cds	2911830	2913716	+	N16961_13545	asmA	AsmA domain-containing protein	RefSeq:WP_001226513.1, SO:0001217, UniParc:UPI00000C33A0, UniRef:UniRef100_A0A0H3Q4P6, UniRef:UniRef50_D7HG20, UniRef:UniRef90_D7HG20
contig_1	cds	2913758	2914684	-	N16961_13550	elaA	putative N-acyltransferase, GNAT family	COG:COG2153, COG:R, RefSeq:WP_000475471.1, SO:0001217, UniParc:UPI00005F3183, UniRef:UniRef100_A0A2A1YW56, UniRef:UniRef50_Q6LLS0, UniRef:UniRef90_D0IEE0
contig_1	cds	2914757	2915191	-	N16961_13555	dtd	D-aminoacyl-tRNA deacylase	COG:COG1490, COG:J, EC:3.1.1.96, GO:0000049, GO:0004045, GO:0005737, GO:0008152, GO:0019478, GO:0043908, GO:0051499, GO:0106026, KEGG:K07560, RefSeq:WP_000560961.1, SO:0001217, UniParc:UPI0000129945, UniRef:UniRef100_A5F4Q7, UniRef:UniRef50_Q0SZ73, UniRef:UniRef90_A5F4Q7
contig_1	cds	2915209	2916102	-	N16961_13560	brkB	virulence factor BrkB family protein	COG:COG1295, COG:S, GO:0005886, RefSeq:WP_001884068.1, SO:0001217, UniParc:UPI00000C33A2, UniRef:UniRef100_C3NUE6, UniRef:UniRef50_Q7MQ07, UniRef:UniRef90_C3NUE6
contig_1	cds	2916129	2916659	-	N16961_13565		putative ATPase	COG:COG3911, COG:R, RefSeq:WP_000029298.1, SO:0001217, UniParc:UPI00005F3184, UniRef:UniRef100_A0A0H3QBX4, UniRef:UniRef50_B7VHE5, UniRef:UniRef90_D7HG24
contig_1	cds	2916766	2918595	-	N16961_13570	typA	translational GTPase TypA	COG:COG1217, COG:T, GO:0005525, GO:0006412, GO:0006950, RefSeq:WP_000211151.1, SO:0001217, UniParc:UPI00000C33A4, UniRef:UniRef100_A0A0H3Q4Q0, UniRef:UniRef50_H9L427, UniRef:UniRef90_A0A2J9V3V7
contig_1	cds	2918615	2918938	-	N16961_13575		hypothetical protein	RefSeq:WP_000244705.1, SO:0001217, UniParc:UPI00000C33A5, UniRef:UniRef100_A0A0H4JSB9, UniRef:UniRef50_A0A366AMQ9, UniRef:UniRef90_A0A366AMQ9
contig_1	cds	2919083	2920492	+	N16961_13580	glnA	glutamate--ammonia ligase	EC:6.3.1.2, GO:0004356, GO:0005524, GO:0005737, GO:0006542, GO:0006807, GO:0016020, GO:0019740, GO:0046872, KEGG:K01915, RefSeq:WP_000110151.1, SO:0001217, UniParc:UPI000012B70B, UniRef:UniRef100_Q9KNJ2, UniRef:UniRef50_P05457, UniRef:UniRef90_Q9KNJ2
contig_1	cds	2920670	2921260	+	N16961_13585		DUF4124 domain-containing protein	RefSeq:WP_000099256.1, SO:0001217, UniParc:UPI00000C33A6, UniRef:UniRef100_A0A0H6HV83, UniRef:UniRef50_D0IEE7, UniRef:UniRef90_D7HG29
contig_1	cds	2921393	2922457	+	N16961_13590	glnL	nitrogen regulation protein NR(II)	COG:COG3852, COG:T, GO:0000155, GO:0006355, GO:0007165, GO:0016310, RefSeq:WP_000116364.1, SO:0001217, UniParc:UPI00000C33A7, UniRef:UniRef100_A0A0H5W476, UniRef:UniRef50_P0A2E0, UniRef:UniRef90_A0A0Q0Z4N0
contig_1	cds	2922467	2923867	+	N16961_13595	glnG	nitrogen regulation protein NR(I)	COG:COG2204, COG:T, GO:0006355, GO:0043565, RefSeq:WP_000086389.1, SO:0001217, UniParc:UPI00005F3185, UniRef:UniRef100_A0A0H3Q4Q3, UniRef:UniRef50_A0A0S2SHJ6, UniRef:UniRef90_A0A223MUB6
contig_1	cds	2923926	2926457	+	N16961_13600	hAMP	HAMP domain	COG:COG2770, COG:T, RefSeq:WP_001128660.1, SO:0001217, UniParc:UPI00005F3186, UniRef:UniRef100_A0A0H3Q3F6, UniRef:UniRef50_A7MTV3, UniRef:UniRef90_A0A395U1J5
contig_1	cds	2926549	2927553	+	N16961_13605	add	adenosine deaminase	COG:COG1816, COG:F, EC:3.5.4.4, GO:0004000, GO:0008270, GO:0009117, GO:0009168, GO:0046936, RefSeq:WP_000633281.1, SO:0001217, UniParc:UPI0000125517, UniRef:UniRef100_A5F4Q2, UniRef:UniRef50_Q8ZPL9, UniRef:UniRef90_A5F4Q2
contig_1	tRNA	2927796	2927872	-	N16961_13610	trnD	tRNA-Asp(gtc)	SO:0000256
contig_1	rRNA	2927898	2928013	-	N16961_13615	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_1	rRNA	2928143	2931031	-	N16961_13620	rrl	23S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01980, RFAM:RF02541, SO:0001001
contig_1	tRNA	2931319	2931394	-	N16961_13625	trnA	tRNA-Ala(tgc)	SO:0000254
contig_1	tRNA	2931400	2931475	-	N16961_13630	trnV	tRNA-Val(tac)	SO:0000273
contig_1	tRNA	2931506	2931580	-	N16961_13635	trnK	tRNA-Lys(ttt)	SO:0000265
contig_1	tRNA	2931600	2931675	-	N16961_13640	trnE	tRNA-Glu(ttc)	SO:0000259
contig_1	rRNA	2931744	2933286	-	N16961_13645	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
contig_1	rRNA	2933646	2933761	-	N16961_13650	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_1	rRNA	2933891	2936778	-	N16961_13655	rrl	23S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01980, RFAM:RF02541, SO:0001001
contig_1	tRNA	2937121	2937196	-	N16961_13660	trnV	tRNA-Val(tac)	SO:0000273
contig_1	tRNA	2937227	2937301	-	N16961_13665	trnK	tRNA-Lys(ttt)	SO:0000265
contig_1	tRNA	2937321	2937396	-	N16961_13670	trnE	tRNA-Glu(ttc)	SO:0000259
contig_1	rRNA	2937465	2939008	-	N16961_13675	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
contig_1	cds	2939455	2939979	-	N16961_13680	hemG	menaquinone-dependent protoporphyrinogen IX dehydrogenase	COG:COG4635, COG:H, EC:1.3.5.3, RefSeq:WP_000645803.1, SO:0001217, UniParc:UPI00000C33AC, UniRef:UniRef100_A0A0H6D4D1, UniRef:UniRef50_A0A1B1NK09, UniRef:UniRef90_A0A0Q0Z5C8
contig_1	cds	2940002	2941459	-	N16961_13685	trkH	Trk system potassium uptake protein TrkH	COG:COG0168, COG:P, GO:0005267, GO:0005886, GO:0015379, GO:0030955, GO:0042802, GO:0042803, GO:0071805, RefSeq:WP_001160591.1, SO:0001217, UniParc:UPI00000C33AD, UniRef:UniRef100_A0A0H6QL86, UniRef:UniRef50_Q87TN7, UniRef:UniRef90_Q87TN7
contig_1	cds	2941479	2942111	-	N16961_13690	yIH1	Putative translation regulator, IMPACT (imprinted ancient) protein family	COG:COG1739, COG:R, RefSeq:WP_001048716.1, SO:0001217, UniParc:UPI00000C33AE, UniRef:UniRef100_A0A0H6WMZ4, UniRef:UniRef50_P27862, UniRef:UniRef90_A0A0H6WMZ4
contig_1	cds	2942322	2944493	+	N16961_13695	fadB	fatty acid oxidation complex subunit alpha FadB	COG:COG1250, COG:I, GO:0003857, GO:0004165, GO:0004300, GO:0006635, GO:0008692, GO:0009062, GO:0036125, GO:0070403, RefSeq:WP_000640242.1, SO:0001217, UniParc:UPI00000C33AF, UniRef:UniRef100_Q9KNI1, UniRef:UniRef50_Q8FBI2, UniRef:UniRef90_Q9KNI1
contig_1	cds	2944519	2945682	+	N16961_13700	fadA	acetyl-CoA C-acyltransferase FadA	COG:COG0183, COG:I, EC:2.3.1.16, GO:0003988, GO:0005737, GO:0006635, GO:0009062, RefSeq:WP_001099264.1, SO:0001217, UniParc:UPI00000C33B0, UniRef:UniRef100_Q9KNI0, UniRef:UniRef50_P28790, UniRef:UniRef90_Q9KNI0
contig_1	cds	2945749	2946654	-	N16961_13705	punR	DNA-binding transcriptional activator PunR	COG:COG0583, COG:K, GO:0003700, GO:0006355, RefSeq:WP_000491971.1, SO:0001217, UniParc:UPI00019F6EAC, UniRef:UniRef100_A0A2V4NSX8, UniRef:UniRef50_C9P906, UniRef:UniRef90_A0A0N8VBB3
contig_1	cds	2946813	2948015	+	N16961_13710	punC	purine nucleoside transporter PunC	COG:COG2814, COG:G, GO:0016020, GO:0042910, GO:1990961, RefSeq:WP_000868544.1, SO:0001217, UniParc:UPI0000E6A298, UniRef:UniRef100_A0A655TWU3, UniRef:UniRef50_D0WUK3, UniRef:UniRef90_D2YCI9
contig_1	cds	2948077	2949438	-	N16961_13715	glmU	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	COG:COG1207, COG:M, GO:0000287, GO:0000902, GO:0003977, GO:0005737, GO:0006048, GO:0008360, GO:0009245, GO:0009252, GO:0019134, GO:0071555, RefSeq:WP_001884331.1, SO:0001217, UniParc:UPI00000C33B3, UniRef:UniRef100_Q9KNH7, UniRef:UniRef50_P43889, UniRef:UniRef90_Q9KNH7
contig_1	cds	2949685	2950107	-	N16961_13720	atpC	F0F1 ATP synthase subunit epsilon	COG:C, COG:COG0355, EC:7.1.2.2, GO:0005524, GO:0005886, GO:0015986, GO:0045261, GO:0046933, RefSeq:WP_000719050.1, SO:0001217, UniParc:UPI0000126526, UniRef:UniRef100_Q9KNH6, UniRef:UniRef50_Q9KNH6, UniRef:UniRef90_Q9KNH6
contig_1	cds	2950126	2951529	-	N16961_13725	atpD	F0F1 ATP synthase subunit beta	COG:C, COG:COG0055, EC:7.1.2.2, GO:0000275, GO:0005524, GO:0005886, GO:0015986, GO:0016887, GO:0045261, GO:0045262, GO:0046933, GO:0046961, RefSeq:WP_000190491.1, SO:0001217, UniParc:UPI0000164BAC, UniRef:UniRef100_A5F459, UniRef:UniRef50_P12986, UniRef:UniRef90_P12986
contig_1	cds	2951564	2952430	-	N16961_13730	atpG	F0F1 ATP synthase subunit gamma	COG:C, COG:COG0224, EC:7.1.2.2, GO:0005524, GO:0005886, GO:0015986, GO:0042777, GO:0045261, GO:0046933, RefSeq:WP_000896515.1, SO:0001217, UniParc:UPI00000C33B4, UniRef:UniRef100_A5F458, UniRef:UniRef50_Q6LKZ7, UniRef:UniRef90_A5F458
contig_1	cds	2952475	2954016	-	N16961_13735	atpA	F0F1 ATP synthase subunit alpha	COG:C, COG:COG0056, EC:7.1.2.2, GO:0000275, GO:0005524, GO:0005886, GO:0015986, GO:0043531, GO:0045261, GO:0045262, GO:0046933, GO:0046961, RefSeq:WP_001176739.1, SO:0001217, UniParc:UPI0000126418, UniRef:UniRef100_A5F457, UniRef:UniRef50_Q89B41, UniRef:UniRef90_A5F457
contig_1	cds	2954030	2954563	-	N16961_13740	atpH	F0F1 ATP synthase subunit delta	COG:C, COG:COG0712, EC:7.1.2.2, GO:0005886, GO:0015986, GO:0016020, GO:0045261, GO:0046933, RefSeq:WP_001281808.1, SO:0001217, UniParc:UPI00000C33B5, UniRef:UniRef100_A5F476, UniRef:UniRef50_Q65Q04, UniRef:UniRef90_A5F476
contig_1	cds	2954578	2955042	-	N16961_13745	atpF	F0F1 ATP synthase subunit B	COG:C, COG:COG0711, EC:7.1.2.2, GO:0005886, GO:0015078, GO:0015986, GO:0045263, GO:0046933, RefSeq:WP_000994525.1, SO:0001217, UniParc:UPI00005F3377, UniRef:UniRef100_A5F475, UniRef:UniRef50_B0U5A2, UniRef:UniRef90_A5F475
contig_1	cds	2955122	2955379	-	N16961_13750	atpE	F0F1 ATP synthase subunit C	COG:C, COG:COG0636, EC:7.1.2.2, GO:0005886, GO:0008289, GO:0015078, GO:0015986, GO:0045263, GO:0046933, RefSeq:WP_000450922.1, SO:0001217, UniParc:UPI00000C33B6, UniRef:UniRef100_Q9KNH0, UniRef:UniRef50_P0A309, UniRef:UniRef90_P0A309
contig_1	cds	2955423	2956235	-	N16961_13755	atpB	F0F1 ATP synthase subunit A	COG:C, COG:COG0356, EC:7.1.2.2, GO:0005886, GO:0015078, GO:0015986, GO:0045263, GO:0046933, RefSeq:WP_000729881.1, SO:0001217, UniParc:UPI00000D4201, UniRef:UniRef100_A5F473, UniRef:UniRef50_A5F473, UniRef:UniRef90_A5F473
contig_1	cds	2956244	2956633	-	N16961_13760	atpI	F0F1 ATP synthase subunit I	COG:C, COG:COG3312, EC:7.1.2.2, GO:0005886, GO:0045263, GO:1902600, RefSeq:WP_000226753.1, SO:0001217, UniParc:UPI000012661A, UniRef:UniRef100_Q9KNG8, UniRef:UniRef50_P12983, UniRef:UniRef90_Q9KNG8
contig_1	cds	2956823	2957704	-	N16961_13765	parB	putative chromosome-partitioning protein ParB	COG:COG1475, COG:D, GO:0003677, GO:0005694, GO:0007059, GO:0045881, RefSeq:WP_000166627.1, SO:0001217, UniParc:UPI0000131332, UniRef:UniRef100_Q9KNG7, UniRef:UniRef50_Q9KNG7, UniRef:UniRef90_Q9KNG7
contig_1	cds	2957731	2958504	-	N16961_13770	parA	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	COG:COG1192, COG:DN, RefSeq:WP_000516546.1, SO:0001217, UniParc:UPI00000C33B7, UniRef:UniRef100_A0A085RQA6, UniRef:UniRef50_Q3IK41, UniRef:UniRef90_A0A085RQA6
contig_1	cds	2958519	2959151	-	N16961_13775	rsmG	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	COG:COG0357, COG:J, EC:2.1.1.170, GO:0005575, GO:0005737, GO:0008168, GO:0031167, GO:0046118, GO:0070043, RefSeq:WP_001068941.1, SO:0001217, UniParc:UPI000012B495, UniRef:UniRef100_Q9KNG5, UniRef:UniRef50_A3QJS0, UniRef:UniRef90_A5F469
contig_1	cds	2959151	2961046	-	N16961_13780	mnmG	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	COG:COG0445, COG:J, GO:0002098, GO:0005737, GO:0008033, GO:0050660, RefSeq:WP_000965608.1, SO:0001217, UniParc:UPI000012B459, UniRef:UniRef100_A5F468, UniRef:UniRef50_P44763, UniRef:UniRef90_Q87K98
contig_2	oriC	247	1133	?			origin of replication	
contig_2	cds	1134	3110	+	N16961_13785		Translation elongation factor	RefSeq:WP_000093519.1, SO:0001217, UniParc:UPI00000C33B9, UniRef:UniRef100_A0A085QGR2, UniRef:UniRef50_D0WTY9, UniRef:UniRef90_A0A395U9E5
contig_2	cds	3330	3791	-	N16961_13790		Transcriptional regulator	RefSeq:WP_001916918.1, SO:0001217, UniParc:UPI000218F43F, UniRef:UniRef100_A0A0H6SDA5, UniRef:UniRef50_D7HB43, UniRef:UniRef90_D7HB43
contig_2	cds	4154	4351	+	N16961_13795	flgM	Flagellar biosynthesis anti-sigma factor FlgM	RefSeq:WP_000026548.1, SO:0001217, UniParc:UPI00000C33BB, UniRef:UniRef100_A0A1X1LGN8, UniRef:UniRef50_A0A109D6Q0, UniRef:UniRef90_A0A1D8SHE0
contig_2	cds	4445	4723	+	N16961_13800		DUF3283 domain-containing protein	SO:0001217, UniParc:UPI00000C33BC, UniRef:UniRef100_A0A0H6RDH7, UniRef:UniRef50_C9P7Q9, UniRef:UniRef90_A0A2J9VI17
contig_2	cds	4811	5530	+	N16961_13805	tACO1	putative transcriptional regulatory protein VCM66_A0006	COG:COG0217, COG:KJ, GO:0003677, GO:0005737, GO:0006355, RefSeq:WP_000533705.1, SO:0001217, UniParc:UPI00000C33BD, UniRef:UniRef100_A5F1N4, UniRef:UniRef50_A5F1N4, UniRef:UniRef90_A5F1N4
contig_2	cds	5645	6520	+	N16961_13810	mmsB	3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase	COG:COG2084, COG:I, RefSeq:WP_001266186.1, SO:0001217, UniParc:UPI0000E6A25D, UniRef:UniRef100_Q9KNF7, UniRef:UniRef50_J0R143, UniRef:UniRef90_A0A0H3AG14
contig_2	cds	6624	8285	-	N16961_13815		Signal transduction histidine kinase	COG:COG4564, COG:T, RefSeq:WP_000059787.1, SO:0001217, UniParc:UPI00000C33BF, UniRef:UniRef100_A0A2V4NJQ5, UniRef:UniRef50_A7N839, UniRef:UniRef90_A0A2V4NJQ5
contig_2	cds	8563	8919	+	N16961_13820	yibL	YibL family ribosome-associated protein	KEGG:K14762, RefSeq:WP_001050216.1, SO:0001217, UniParc:UPI00005F2F89, UniRef:UniRef100_Q9KNF4, UniRef:UniRef50_U3CHW6, UniRef:UniRef90_Q9KNF4
contig_2	cds	8986	11694	-	N16961_13825	malT	HTH-type transcriptional regulator MalT	COG:COG2909, COG:K, GO:0003677, GO:0003700, GO:0005515, GO:0005524, GO:0005975, GO:0006355, GO:0045893, GO:0045913, RefSeq:WP_000264940.1, SO:0001217, UniParc:UPI000035890E, UniRef:UniRef100_Q9KNF3, UniRef:UniRef50_Q9KNF3, UniRef:UniRef90_Q9KNF3
contig_2	cds	12271	14724	+	N16961_13830	glgP	Glucan phosphorylase	COG:COG0058, COG:G, RefSeq:WP_000805372.1, SO:0001217, UniParc:UPI00000C33C4, UniRef:UniRef100_A0A0H3Q6C3, UniRef:UniRef50_A0A3D4HHY6, UniRef:UniRef90_A0A0H3Q6C3
contig_2	cds	14810	16990	+	N16961_13835	malQ	4-alpha-glucanotransferase	EC:2.4.1.25, GO:0004134, GO:0005975, KEGG:K00705, RefSeq:WP_001070791.1, SO:0001217, UniParc:UPI00000C33C5, UniRef:UniRef100_A0A656AEL1, UniRef:UniRef50_A0A656AEL1, UniRef:UniRef90_A0A656AEL1
contig_2	cds	17196	17426	+	N16961_13840		hypothetical protein	
contig_2	cds	17407	19386	+	N16961_13845	glgB	1,4-alpha-glucan branching protein GlgB	EC:2.4.1.18, GO:0003844, GO:0004553, GO:0005737, GO:0005829, GO:0005975, GO:0005978, GO:0043169, GO:0102752, SO:0001217, UniRef:UniRef50_Q9KNE8, UniRef:UniRef90_Q9KNE8
contig_2	cds	19781	20299	+	N16961_13850	hcp-2	type VI secretion system effector Hcp-2	BlastRules:WP_001142947, COG:COG3157, COG:U, RefSeq:WP_001142947.1, SO:0001217, UniParc:UPI00000D40CC, UniRef:UniRef100_P72350, UniRef:UniRef50_P72350, UniRef:UniRef90_P72350
contig_2	cds	20427	22511	+	N16961_13855	vgrG-2	type VI secretion system substrate VgrG-2	COG:COG3501, COG:UXR, GO:0005576, RefSeq:WP_000212125.1, SO:0001217, UniParc:UPI00000C33C8, UniRef:UniRef100_Q9KNE7, UniRef:UniRef50_Q9KNE7, UniRef:UniRef90_Q9KNE7, VFDB:VFC0086, VFDB:VFG007142
contig_2	cds	22511	23398	+	N16961_13860	vasW	Accessory protein VasW	RefSeq:WP_001257973.1, SO:0001217, UniParc:UPI00000C33C9, UniRef:UniRef100_Q9KNE6, UniRef:UniRef50_Q9KNE6, UniRef:UniRef90_Q9KNE6
contig_2	cds	23395	26652	+	N16961_13865	vasX	Toxin VasX	GO:0005576, GO:0016020, GO:0033644, RefSeq:WP_000070352.1, SO:0001217, UniParc:UPI00000C33CA, UniRef:UniRef100_Q9KNE5, UniRef:UniRef50_Q9KNE5, UniRef:UniRef90_Q9KNE5
contig_2	cds	26653	27381	+	N16961_13870	tsiV2	Immunity protein TsiV2	GO:0016020, GO:0033644, RefSeq:WP_000904079.1, SO:0001217, UniParc:UPI00000C33CB, UniRef:UniRef100_Q9KNE4, UniRef:UniRef50_Q9KNE4, UniRef:UniRef90_Q9KNE4
